Car_make,Model,Mileage,Transmission,Year,Website_post_date,Sell_date,Options,Horsepower
Audi,Q7,93077,Automatic,2005,2023-03-07,,Advanced,335
BMW,X3,95104,Automatic,2019,2023-08-06,,Full,248
Toyota,RAV4,110422,Automatic,2006,2023-04-07,,Full,203
Ford,F-150,135736,Manual,2003,2023-02-23,,Advanced,400
Ford,Fusion,75676,Automatic,2017,2023-08-18,,Base,325
Chevrolet,Equinox,32207,Automatic,2017,2023-10-12,,Base,252
Chevrolet,Impala,88978,Automatic,2013,2023-05-11,,Luxe,305
Mercedes-Benz,E-Class,147026,Automatic,2020,2023-03-23,,Base,362
Mercedes-Benz,C-Class,144902,Automatic,2010,2023-03-07,,Advanced,385
Toyota,Prius,159917,Automatic,2015,2023-04-16,,Advanced,121
Toyota,Corolla,50761,Automatic,2003,2023-10-07,,Luxe,139
Chevrolet,Impala,46682,Automatic,2002,2023-01-05,,Base,305
Ford,Fusion,13989,Automatic,2004,2023-05-11,,Luxe,325
Audi,A4,26473,Automatic,2023,2023-05-03,,Base,261
Chevrolet,Equinox,133429,Automatic,2015,2022-11-15,,Advanced,252
Audi,A4,29079,Automatic,2023,2023-01-07,,Full,261
Toyota,Camry,148532,Automatic,2003,2023-01-30,,Luxe,203
Chevrolet,Impala,114168,Manual,2020,2023-08-25,,Luxe,305
Ford,Mustang,126126,Automatic,2003,2023-07-19,,Advanced,300
BMW,X3,168951,Automatic,2017,2023-05-09,,Full,248
BMW,X3,165075,Automatic,2016,2023-03-12,,Luxe,382
Toyota,Prius,133174,Automatic,2017,2023-06-28,,Full,121
Audi,A4,78681,Automatic,2019,2023-01-27,,Advanced,261
Ford,Mustang,84214,Manual,2000,2023-10-09,,Advanced,450
BMW,X5,137148,Automatic,2020,2023-07-03,,Luxe,335
Toyota,RAV4,75291,Automatic,2007,2023-10-08,,Luxe,219
Audi,A4,148718,Automatic,2016,2023-09-23,,Luxe,261
Chevrolet,Silverado,25189,Automatic,2017,2023-02-24,,Luxe,285
Toyota,Camry,43210,Automatic,2000,2023-07-16,,Full,203
Mercedes-Benz,E-Class,117833,Automatic,2020,2023-09-01,,Luxe,255
Audi,Q5,33335,Automatic,2015,2023-09-24,,Luxe,261
Audi,Q7,178075,Automatic,2015,2022-12-31,,Luxe,335
Ford,Explorer,49686,Automatic,2015,2023-01-10,,Base,300
Mercedes-Benz,S-Class,42974,Automatic,2007,2023-04-29,,Full,362
Mercedes-Benz,E-Class,71365,Automatic,2017,2023-07-18,,Full,362
Audi,Q5,138588,Automatic,2004,2023-08-03,,Full,261
Ford,Fusion,127988,Automatic,2013,2022-11-24,,Full,325
Toyota,Corolla,179837,Automatic,2016,2023-09-09,,Full,139
Toyota,Camry,42411,Automatic,2018,2023-05-08,,Advanced,208
Audi,Q7,85816,Automatic,2013,2023-02-20,,Luxe,335
Ford,F-150,163904,Automatic,2008,2023-10-12,,Luxe,400
Chevrolet,Impala,84813,Automatic,2009,2023-02-15,,Advanced,305
BMW,3 Series,93118,Automatic,2004,2022-12-28,,Full,382
Toyota,Prius,135386,Automatic,2007,2023-05-03,,Advanced,121
Chevrolet,Malibu,164655,Automatic,2001,2023-05-13,,Luxe,182
Ford,Mustang,45840,Automatic,2008,2023-07-25,,Base,300
Ford,Mustang,156139,Automatic,2013,2023-08-29,,Luxe,300
Chevrolet,Silverado,144993,Automatic,2000,2023-03-15,,Luxe,355
Mercedes-Benz,C-Class,101631,Automatic,2003,2023-09-10,,Luxe,385
BMW,3 Series,36373,Automatic,2001,2023-09-03,,Full,382
Audi,Q5,146199,Automatic,2013,2023-11-10,,Full,261
Audi,A6,178151,Automatic,2004,2022-11-20,,Advanced,248
Audi,A6,195769,Automatic,2002,2023-01-06,,Luxe,248
Chevrolet,Impala,105545,Automatic,2000,2022-12-26,,Luxe,305
Toyota,Camry,171347,Automatic,2014,2023-09-18,,Base,208
BMW,X5,106307,Automatic,2000,2023-06-07,,Luxe,456
Toyota,RAV4,156321,Automatic,2007,2023-02-14,,Advanced,219
Ford,F-150,99609,Automatic,2022,2023-04-22,,Full,400
Chevrolet,Equinox,177492,Automatic,2019,2023-01-12,,Luxe,252
Ford,Mustang,24237,Automatic,2022,2023-09-02,,Advanced,300
Audi,A6,25729,Automatic,2002,2023-02-16,,Luxe,248
Chevrolet,Silverado,120565,Automatic,2007,2023-05-06,,Base,285
Toyota,Corolla,186525,Automatic,2003,2023-08-02,,Full,169
Mercedes-Benz,GLC,32044,Automatic,2023,2023-10-19,,Luxe,255
BMW,X3,123497,Automatic,2016,2023-03-17,,Luxe,382
Chevrolet,Impala,165673,Automatic,2022,2023-08-27,,Base,305
BMW,X5,20348,Automatic,2019,2023-02-09,,Luxe,335
Toyota,Camry,76809,Automatic,2019,2023-03-14,,Luxe,203
Mercedes-Benz,S-Class,59289,Automatic,2003,2023-11-12,,Advanced,463
Mercedes-Benz,S-Class,71583,Automatic,2013,2023-08-13,,Advanced,362
Toyota,Camry,53565,Automatic,2020,2022-12-15,,Full,301
Ford,Explorer,74569,Automatic,2000,2023-03-28,,Base,300
BMW,X5,123589,Automatic,2000,2023-03-12,,Base,335
Toyota,RAV4,62532,Automatic,2015,2023-06-01,,Advanced,219
Chevrolet,Equinox,62487,Automatic,2013,2023-07-22,,Luxe,170
Mercedes-Benz,GLC,45246,Automatic,2012,2023-10-18,,Luxe,362
Audi,Q5,183840,Automatic,2014,2023-06-06,,Advanced,261
Toyota,Prius,173309,Automatic,2017,2023-05-24,,Luxe,121
Chevrolet,Silverado,26855,Automatic,2002,2023-06-04,,Full,355
Mercedes-Benz,GLC,37126,Automatic,2009,2023-07-04,,Luxe,362
Audi,A6,128006,Automatic,2016,2023-01-22,,Base,248
Chevrolet,Impala,106467,Automatic,2002,2023-06-02,,Advanced,305
Ford,Mustang,23467,Automatic,2019,2022-12-23,,Full,450
Audi,Q5,116488,Automatic,2016,2023-04-06,,Full,261
Ford,F-150,57183,Automatic,2009,2023-10-05,,Advanced,400
Toyota,RAV4,182524,Automatic,2004,2023-10-11,,Base,219
BMW,3 Series,197603,Automatic,2013,2023-08-26,,Full,255
Mercedes-Benz,GLC,77699,Automatic,2014,2023-10-05,,Advanced,255
Mercedes-Benz,E-Class,44843,Manual,2009,2023-09-07,,Luxe,255
BMW,X3,77170,Automatic,2005,2023-10-18,,Luxe,382
Toyota,Corolla,36426,Manual,2022,2023-08-29,,Advanced,169
Ford,F-150,32143,Automatic,2022,2023-07-14,,Base,400
Audi,Q5,195286,Automatic,2003,2023-09-06,,Base,261
Ford,Mustang,153225,Automatic,2019,2023-10-12,,Full,300
Audi,A6,154658,Automatic,2015,2023-10-10,,Luxe,335
Audi,A6,10550,Automatic,2004,2023-05-08,,Full,335
Ford,Explorer,119221,Automatic,2023,2023-06-12,,Full,300
Ford,Fusion,173864,Automatic,2016,2023-08-22,,Full,325
BMW,X5,84401,Automatic,2006,2023-02-20,,Advanced,335
Toyota,Corolla,145159,Automatic,2005,2023-02-15,,Luxe,169
Chevrolet,Impala,141629,Automatic,2004,2023-10-03,,Advanced,305
Chevrolet,Silverado,84929,Automatic,2022,2023-04-30,,Full,355
Mercedes-Benz,S-Class,129170,Automatic,2009,2023-08-06,,Base,362
Chevrolet,Malibu,68031,Automatic,2017,2023-11-01,,Luxe,250
Audi,A4,47262,Automatic,2005,2023-02-09,,Advanced,261
Audi,A6,151313,Automatic,2000,2023-06-04,,Advanced,335
Audi,Q5,46753,Automatic,2002,2023-09-08,,Base,261
Mercedes-Benz,C-Class,124019,Automatic,2001,2022-12-06,,Luxe,385
Audi,Q7,135144,Automatic,2005,2023-01-26,,Base,335
Mercedes-Benz,S-Class,136083,Automatic,2013,2023-02-13,,Base,362
Audi,Q5,50636,Automatic,2012,2023-02-16,,Full,261
Ford,Mustang,167930,Automatic,2003,2023-07-05,,Luxe,300
BMW,3 Series,119855,Automatic,2021,2023-07-03,,Luxe,382
BMW,X5,116935,Automatic,2001,2023-03-07,,Full,456
BMW,X5,65057,Automatic,2008,2022-11-18,,Base,456
Toyota,Prius,151928,Automatic,2000,2023-03-07,,Advanced,121
Mercedes-Benz,C-Class,35907,Automatic,2010,2023-04-04,,Base,255
Ford,Explorer,52066,Automatic,2021,2023-06-25,,Luxe,300
BMW,X5,60203,Automatic,2003,2023-04-24,,Full,335
Mercedes-Benz,C-Class,141536,Automatic,2004,2023-07-09,,Luxe,385
Audi,A6,167956,Automatic,2018,2023-06-08,,Base,248
Audi,A4,82266,Automatic,2015,2023-03-09,,Base,261
BMW,X3,98679,Automatic,2013,2023-06-07,,Advanced,382
Ford,Explorer,177412,Automatic,2007,2023-08-04,,Base,300
Mercedes-Benz,C-Class,120830,Automatic,2015,2023-11-12,,Advanced,385
Audi,A6,169327,Automatic,2017,2023-10-18,,Full,248
Audi,Q7,108939,Automatic,2009,2023-08-02,,Full,335
Chevrolet,Silverado,104619,Automatic,2006,2023-10-26,,Full,355
Chevrolet,Equinox,115192,Automatic,2005,2023-03-02,,Luxe,252
BMW,5 Series,112314,Automatic,2022,2023-11-13,,Advanced,335
Mercedes-Benz,S-Class,100304,Automatic,2004,2023-10-31,,Full,362
Mercedes-Benz,S-Class,62503,Automatic,2022,2023-05-11,,Base,362
Audi,A4,193598,Automatic,2019,2022-11-23,,Advanced,261
Audi,A4,46195,Automatic,2007,2022-12-29,,Base,261
Ford,F-150,142563,Automatic,2016,2023-01-05,,Full,400
Audi,A4,81984,Automatic,2014,2023-03-20,,Advanced,261
BMW,X5,129451,Automatic,2006,2023-07-20,,Luxe,335
Mercedes-Benz,E-Class,110675,Automatic,2018,2023-10-21,,Luxe,255
Mercedes-Benz,C-Class,135455,Automatic,2006,2023-08-17,,Luxe,385
Mercedes-Benz,C-Class,182200,Automatic,2004,2023-05-11,,Advanced,255
Ford,F-150,66471,Automatic,2014,2023-05-16,,Luxe,400
BMW,5 Series,29128,Automatic,2016,2022-11-24,,Base,335
BMW,3 Series,124116,Automatic,2005,2023-09-18,,Full,255
Toyota,RAV4,56660,Automatic,2014,2023-04-15,,Full,219
Audi,Q7,29437,Automatic,2013,2022-12-24,,Base,335
BMW,5 Series,103790,Automatic,2022,2023-11-02,,Advanced,248
Mercedes-Benz,C-Class,65240,Automatic,2007,2022-12-27,,Full,255
BMW,X3,169437,Automatic,2005,2023-10-29,,Advanced,248
Toyota,RAV4,128240,Automatic,2012,2023-09-27,,Full,203
Mercedes-Benz,GLC,145587,Automatic,2004,2023-09-21,,Full,362
Audi,A4,161618,Automatic,2016,2023-09-20,,Advanced,261
Audi,A6,146524,Automatic,2017,2023-05-09,,Luxe,248
Ford,F-150,133991,Automatic,2022,2023-03-07,,Luxe,400
Toyota,Corolla,33448,Automatic,2007,2023-10-09,,Base,139
Ford,Fusion,38007,Automatic,2020,2022-12-06,,Advanced,325
Audi,A6,188447,Manual,2000,2023-08-26,,Advanced,248
Audi,Q7,28343,Automatic,2008,2023-04-14,,Luxe,335
BMW,X5,75997,Automatic,2005,2023-02-10,,Luxe,335
Ford,Fusion,110908,Automatic,2007,2023-11-03,,Base,188
Mercedes-Benz,E-Class,10255,Manual,2011,2023-02-01,,Base,255
Audi,Q5,18480,Automatic,2022,2023-06-12,,Luxe,261
Audi,A4,190752,Automatic,2018,2023-10-04,,Luxe,261
Toyota,Prius,148984,Automatic,2012,2023-03-07,,Advanced,121
Chevrolet,Impala,170915,Automatic,2013,2023-01-25,,Base,305
Toyota,Corolla,111212,Automatic,2006,2023-02-08,,Full,139
Audi,Q7,127034,Automatic,2011,2023-10-13,,Luxe,335
Mercedes-Benz,GLC,144097,Automatic,2020,2023-03-14,,Base,362
Audi,A6,59238,Automatic,2003,2023-03-04,,Luxe,335
BMW,5 Series,58299,Automatic,2012,2023-09-18,,Base,335
Mercedes-Benz,GLC,28356,Automatic,2006,2023-11-03,,Luxe,362
Audi,A4,48007,Automatic,2021,2023-02-05,,Luxe,261
BMW,X3,84245,Automatic,2003,2023-04-05,,Advanced,248
Chevrolet,Silverado,79021,Automatic,2011,2023-10-19,,Base,285
Mercedes-Benz,S-Class,74502,Automatic,2021,2023-07-01,,Full,362
Chevrolet,Silverado,181548,Automatic,2005,2023-07-13,,Base,285
Toyota,Prius,127725,Automatic,2016,2023-01-01,,Full,121
Audi,Q5,136284,Automatic,2000,2023-03-11,,Luxe,261
BMW,X5,54732,Automatic,2023,2023-04-24,,Base,335
Chevrolet,Equinox,61745,Automatic,2020,2022-12-30,,Luxe,252
Audi,Q5,141775,Automatic,2009,2023-08-05,,Base,261
BMW,X5,101161,Automatic,2003,2022-11-21,,Advanced,456
Audi,Q7,159371,Automatic,2002,2023-08-18,,Advanced,335
BMW,5 Series,15819,Automatic,2018,2023-10-08,,Luxe,248
Chevrolet,Malibu,99618,Automatic,2008,2023-11-11,,Advanced,182
Toyota,Camry,139237,Manual,2018,2023-07-29,,Full,203
Mercedes-Benz,E-Class,94773,Automatic,2005,2023-01-23,,Full,255
BMW,X5,103556,Automatic,2008,2023-01-04,,Advanced,456
Audi,Q7,147714,Automatic,2021,2023-09-06,,Luxe,335
Audi,A6,26481,Automatic,2003,2023-08-08,,Advanced,335
BMW,X5,69525,Automatic,2022,2023-10-05,,Full,456
Toyota,Camry,46469,Automatic,2002,2023-08-30,,Base,301
BMW,X3,96635,Automatic,2023,2023-02-17,,Luxe,382
Audi,A4,193879,Automatic,2010,2023-05-01,,Advanced,261
Ford,Explorer,145341,Automatic,2014,2023-04-20,,Full,290
Chevrolet,Malibu,25620,Automatic,2022,2022-12-24,,Full,182
Toyota,RAV4,187748,Automatic,2012,2022-12-18,,Luxe,203
Ford,F-150,103379,Automatic,2005,2022-12-02,,Advanced,400
Ford,Mustang,66762,Automatic,2007,2023-05-26,,Base,450
Ford,Mustang,181084,Manual,2000,2023-04-13,,Advanced,450
Mercedes-Benz,E-Class,15387,Automatic,2020,2023-01-07,,Advanced,255
Ford,Fusion,148967,Automatic,2003,2023-07-26,,Advanced,188
BMW,X3,94433,Automatic,2019,2023-01-13,,Luxe,248
BMW,X3,77335,Automatic,2019,2023-03-14,,Luxe,382
BMW,5 Series,190463,Automatic,2000,2023-11-12,,Base,248
BMW,5 Series,101547,Automatic,2016,2023-08-09,,Luxe,248
Audi,A4,58696,Automatic,2007,2023-04-18,,Advanced,261
Mercedes-Benz,E-Class,19652,Automatic,2006,2023-03-10,,Advanced,255
Audi,A4,176532,Automatic,2010,2023-09-09,,Full,261
Chevrolet,Equinox,195409,Automatic,2017,2023-07-28,,Luxe,170
BMW,3 Series,166003,Automatic,2022,2023-08-10,,Luxe,382
Audi,Q5,173493,Automatic,2008,2022-12-30,,Luxe,349
Ford,F-150,109345,Automatic,2018,2023-08-19,,Luxe,400
BMW,3 Series,150794,Automatic,2001,2023-06-26,,Base,382
Audi,A4,182581,Automatic,2006,2023-01-20,,Advanced,261
BMW,X3,187564,Automatic,2022,2023-04-18,,Luxe,248
Toyota,Corolla,21291,Automatic,2002,2023-08-13,,Luxe,169
Chevrolet,Equinox,24295,Automatic,2004,2023-10-08,,Base,252
BMW,X5,145688,Manual,2004,2023-03-10,,Full,456
Chevrolet,Malibu,163461,Automatic,2016,2023-06-06,,Base,250
Ford,Mustang,12386,Automatic,2019,2023-05-25,,Luxe,300
Audi,A4,49354,Automatic,2015,2023-09-27,,Advanced,261
Ford,F-150,81967,Automatic,2017,2023-11-06,,Advanced,400
Chevrolet,Equinox,197182,Automatic,2007,2023-09-03,,Base,252
BMW,5 Series,87038,Manual,2016,2023-02-21,,Full,248
Audi,A4,164158,Automatic,2000,2023-01-19,,Luxe,261
Chevrolet,Malibu,154804,Automatic,2016,2023-09-06,,Full,250
Audi,A6,124410,Automatic,2015,2022-11-17,,Luxe,335
Toyota,Camry,147080,Automatic,2000,2022-12-31,,Advanced,203
Ford,Explorer,175223,Automatic,2002,2023-09-14,,Base,290
Ford,Mustang,69499,Automatic,2012,2023-11-13,,Advanced,450
Mercedes-Benz,C-Class,125339,Automatic,2005,2023-04-07,,Full,255
Chevrolet,Impala,172092,Automatic,2022,2022-12-30,,Base,305
Chevrolet,Impala,178972,Automatic,2014,2023-04-01,,Base,305
Chevrolet,Malibu,183542,Manual,2022,2023-04-29,,Advanced,182
BMW,X3,141220,Automatic,2014,2023-02-25,,Luxe,382
Ford,Explorer,108687,Automatic,2008,2023-07-20,,Full,290
Audi,A4,196648,Automatic,2003,2023-03-17,,Advanced,261
Mercedes-Benz,E-Class,40915,Automatic,2008,2023-05-13,,Advanced,255
Mercedes-Benz,S-Class,121320,Automatic,2016,2023-06-08,,Advanced,362
Toyota,RAV4,170322,Automatic,2004,2023-11-09,,Base,219
Chevrolet,Equinox,14832,Manual,2002,2022-12-28,,Advanced,170
BMW,5 Series,175921,Automatic,2000,2023-08-08,,Base,335
Toyota,Camry,12572,Automatic,2012,2023-03-30,,Advanced,203
Ford,Mustang,85662,Automatic,2017,2023-05-14,,Full,300
Mercedes-Benz,C-Class,90209,Automatic,2013,2023-06-05,,Luxe,385
Ford,Fusion,149801,Automatic,2014,2023-10-24,,Luxe,325
Ford,Mustang,50973,Automatic,2023,2022-12-31,,Advanced,300
Audi,Q7,42022,Automatic,2011,2023-09-19,,Base,335
Mercedes-Benz,GLC,131406,Automatic,2017,2022-12-13,,Advanced,255
Chevrolet,Silverado,20258,Automatic,2012,2023-06-30,,Full,355
Ford,Mustang,128974,Automatic,2000,2023-09-24,,Full,450
Ford,F-150,13872,Automatic,2000,2023-04-03,,Advanced,400
BMW,3 Series,41130,Automatic,2022,2022-12-27,,Luxe,255
Ford,F-150,83275,Automatic,2010,2023-01-04,,Luxe,400
BMW,X5,88189,Automatic,2004,2023-03-27,,Luxe,335
Ford,Mustang,51771,Automatic,2007,2023-11-05,,Base,300
Mercedes-Benz,S-Class,106604,Automatic,2005,2023-06-29,,Luxe,362
Audi,Q7,108729,Automatic,2000,2022-12-05,,Base,335
Mercedes-Benz,E-Class,143944,Automatic,2009,2023-05-03,,Advanced,255
BMW,5 Series,79902,Automatic,2002,2023-02-23,,Luxe,335
Audi,Q5,109856,Automatic,2007,2022-12-31,,Base,349
Chevrolet,Impala,11314,Automatic,2023,2023-06-10,,Advanced,305
Audi,Q5,58937,Automatic,2011,2023-08-22,,Base,261
Ford,Mustang,69930,Automatic,2019,2023-08-13,,Advanced,450
Chevrolet,Equinox,125045,Automatic,2002,2023-05-20,,Luxe,170
Audi,Q7,51604,Automatic,2016,2023-06-29,,Luxe,335
Mercedes-Benz,S-Class,152950,Automatic,2016,2023-02-07,,Full,463
BMW,X5,76314,Automatic,2011,2023-06-22,,Luxe,456
Mercedes-Benz,C-Class,88857,Automatic,2014,2023-03-06,,Base,255
Ford,Fusion,123062,Automatic,2011,2023-07-04,,Base,325
Audi,A6,129398,Automatic,2019,2022-12-18,,Luxe,335
Chevrolet,Impala,121983,Automatic,2004,2022-12-03,,Base,305
Toyota,RAV4,89814,Automatic,2017,2023-04-03,,Advanced,203
Toyota,Corolla,121696,Automatic,2010,2022-12-30,,Luxe,169
Mercedes-Benz,E-Class,71672,Automatic,2004,2023-08-30,,Advanced,255
Chevrolet,Equinox,36141,Automatic,2000,2023-05-30,,Advanced,252
Chevrolet,Malibu,128625,Automatic,2000,2023-05-04,,Base,182
Chevrolet,Malibu,110006,Automatic,2012,2023-08-30,,Base,182
Mercedes-Benz,GLC,137933,Automatic,2008,2023-07-13,,Full,362
Audi,Q5,30017,Automatic,2017,2023-07-09,,Full,349
BMW,X5,151086,Automatic,2021,2022-12-01,,Full,456
Toyota,RAV4,136700,Automatic,2016,2023-01-03,,Base,203
Mercedes-Benz,C-Class,169674,Automatic,2023,2023-01-29,,Base,385
Toyota,RAV4,133807,Automatic,2010,2023-03-03,,Base,219
Chevrolet,Silverado,49840,Automatic,2015,2023-02-07,,Full,355
Chevrolet,Impala,13784,Manual,2019,2023-03-16,,Base,305
BMW,5 Series,148209,Automatic,2013,2023-02-15,,Full,248
Mercedes-Benz,E-Class,134239,Automatic,2001,2023-04-11,,Advanced,255
Ford,Mustang,20433,Automatic,2004,2023-07-23,,Full,300
Audi,Q7,122721,Automatic,2013,2023-02-15,,Luxe,335
Audi,Q5,114635,Automatic,2014,2023-09-16,,Luxe,349
Chevrolet,Impala,176964,Automatic,2003,2022-12-30,,Base,305
Toyota,Corolla,46626,Automatic,2011,2023-04-01,,Full,139
BMW,5 Series,15681,Automatic,2005,2023-10-10,,Base,335
Toyota,Corolla,194363,Automatic,2019,2023-11-14,,Base,169
Toyota,Camry,179324,Automatic,2010,2023-05-13,,Full,203
Mercedes-Benz,GLC,18319,Automatic,2005,2023-10-22,,Base,255
Toyota,RAV4,186751,Automatic,2001,2023-04-10,,Base,203
Toyota,Prius,131862,Automatic,2020,2023-07-18,,Full,121
Ford,F-150,46001,Automatic,2021,2023-10-18,,Luxe,400
Toyota,Corolla,10226,Automatic,2005,2023-07-04,,Base,139
Audi,A6,188392,Automatic,2015,2023-01-24,,Full,335
BMW,X5,109487,Automatic,2013,2023-09-08,,Full,335
Chevrolet,Equinox,171405,Automatic,2005,2023-02-08,,Advanced,170
Audi,Q7,82000,Automatic,2011,2023-02-15,,Advanced,335
Audi,A6,187169,Automatic,2016,2023-03-30,,Advanced,248
Ford,Mustang,135235,Automatic,2003,2023-04-15,,Full,450
Mercedes-Benz,S-Class,46715,Automatic,2012,2023-06-10,,Base,463
BMW,3 Series,125708,Automatic,2008,2023-06-26,,Luxe,255
BMW,3 Series,133200,Automatic,2018,2023-10-19,,Advanced,255
Chevrolet,Malibu,37659,Automatic,2006,2022-12-24,,Base,250
BMW,3 Series,50972,Automatic,2009,2023-03-18,,Base,382
BMW,5 Series,181812,Automatic,2016,2023-09-25,,Luxe,335
Mercedes-Benz,C-Class,79926,Automatic,2010,2023-09-03,,Advanced,255
BMW,3 Series,119237,Automatic,2009,2023-09-23,,Base,255
Audi,A6,110061,Automatic,2008,2022-11-18,,Advanced,335
Ford,Mustang,41219,Automatic,2021,2023-09-03,,Luxe,450
Ford,F-150,61125,Automatic,2001,2023-04-14,,Base,400
Mercedes-Benz,E-Class,151344,Automatic,2017,2023-06-28,,Advanced,255
BMW,3 Series,51371,Automatic,2014,2023-01-19,,Luxe,255
BMW,5 Series,15461,Automatic,2010,2023-07-28,,Full,248
Ford,Fusion,61983,Automatic,2004,2023-07-14,,Base,188
Toyota,RAV4,95825,Automatic,2014,2023-06-03,,Advanced,203
Chevrolet,Equinox,13210,Automatic,2022,2023-02-21,,Luxe,170
Audi,Q5,193479,Automatic,2018,2023-08-28,,Base,349
BMW,X3,107628,Automatic,2008,2023-04-24,,Advanced,248
Audi,Q7,63181,Automatic,2011,2023-07-24,,Advanced,335
Chevrolet,Malibu,94706,Automatic,2001,2023-06-06,,Advanced,182
Toyota,Camry,154998,Automatic,2002,2022-11-17,,Full,203
Toyota,Prius,46407,Automatic,2010,2023-04-13,,Advanced,121
Toyota,RAV4,40512,Automatic,2000,2023-03-09,,Base,219
Chevrolet,Silverado,146475,Automatic,2011,2023-09-19,,Full,355
Ford,Explorer,131677,Automatic,2022,2023-06-12,,Advanced,290
Chevrolet,Equinox,138135,Automatic,2013,2023-04-16,,Base,170
Audi,A6,10084,Automatic,2012,2023-05-28,,Luxe,248
Ford,F-150,146929,Automatic,2015,2023-06-18,,Full,400
Audi,A6,48288,Automatic,2010,2023-02-28,,Advanced,335
Ford,Mustang,114948,Automatic,2008,2023-06-16,,Full,300
Ford,Explorer,16055,Automatic,2017,2023-01-22,,Base,300
Chevrolet,Impala,98499,Automatic,2007,2023-09-29,,Luxe,305
Toyota,Prius,20955,Automatic,2003,2022-12-11,,Full,121
Mercedes-Benz,E-Class,15198,Automatic,2014,2023-09-11,,Luxe,255
Toyota,Camry,12095,Automatic,2018,2023-02-07,,Base,208
Mercedes-Benz,C-Class,74156,Automatic,2015,2023-05-02,,Base,255
BMW,X5,144609,Automatic,2018,2023-04-27,,Base,456
Toyota,Prius,79847,Automatic,2005,2023-06-25,,Full,121
Ford,F-150,141088,Automatic,2020,2023-08-06,,Base,400
Toyota,Corolla,136264,Automatic,2000,2023-01-27,,Advanced,169
Mercedes-Benz,S-Class,133257,Automatic,2005,2023-05-25,,Full,463
Mercedes-Benz,GLC,152990,Automatic,2020,2023-10-05,,Full,362
Toyota,Prius,122092,Automatic,2020,2023-08-25,,Base,121
Toyota,Camry,47769,Automatic,2003,2023-01-15,,Base,208
Toyota,Prius,52405,Automatic,2019,2022-12-25,,Advanced,121
Chevrolet,Equinox,138229,Automatic,2021,2022-12-27,,Full,170
Audi,Q7,45393,Automatic,2017,2023-07-01,,Advanced,335
Audi,Q7,189548,Automatic,2003,2023-02-15,,Full,335
Chevrolet,Silverado,186955,Automatic,2013,2023-01-24,,Base,285
Ford,Mustang,168333,Automatic,2008,2023-01-07,,Luxe,300
Ford,Mustang,193255,Automatic,2010,2022-12-10,,Base,450
Chevrolet,Equinox,108743,Automatic,2018,2023-05-08,,Full,252
Audi,Q5,14934,Automatic,2007,2023-05-14,,Advanced,349
Ford,Explorer,34623,Automatic,2000,2022-11-25,,Full,300
Chevrolet,Malibu,186322,Automatic,2005,2022-11-30,,Full,250
Toyota,Camry,44839,Automatic,2017,2023-03-29,,Advanced,203
BMW,X5,83402,Automatic,2013,2022-11-25,,Advanced,456
BMW,X5,129588,Automatic,2010,2023-05-15,,Full,335
BMW,3 Series,163938,Automatic,2018,2023-05-29,,Advanced,382
Audi,Q5,89656,Automatic,2007,2023-11-10,,Luxe,261
Mercedes-Benz,GLC,125663,Automatic,2006,2023-09-13,,Base,362
Chevrolet,Malibu,193988,Automatic,2009,2022-11-18,,Base,250
Toyota,RAV4,149046,Automatic,2013,2023-02-14,,Base,203
Chevrolet,Malibu,38498,Automatic,2019,2023-05-21,,Luxe,250
Toyota,RAV4,37347,Automatic,2002,2023-04-26,,Full,219
Chevrolet,Impala,18440,Automatic,2010,2023-02-19,,Advanced,305
BMW,X5,54742,Manual,2013,2023-04-30,,Full,456
Chevrolet,Silverado,142058,Automatic,2015,2022-11-21,,Luxe,355
BMW,3 Series,46230,Automatic,2000,2023-09-07,,Full,382
Ford,Mustang,105391,Automatic,2009,2023-09-13,,Full,300
Toyota,Prius,54090,Automatic,2019,2023-09-18,,Base,121
BMW,5 Series,116453,Automatic,2019,2023-10-12,,Advanced,335
Audi,Q7,35948,Automatic,2013,2023-10-07,,Full,335
BMW,X5,63927,Automatic,2015,2022-12-07,,Base,335
Ford,Mustang,156826,Automatic,2003,2022-12-04,,Base,300
Audi,Q7,37523,Automatic,2017,2023-09-19,,Full,335
BMW,X5,132763,Automatic,2022,2023-03-07,,Advanced,335
BMW,3 Series,129473,Automatic,2019,2023-04-07,,Luxe,255
Chevrolet,Equinox,71238,Automatic,2006,2023-04-28,,Luxe,170
Audi,A4,140229,Automatic,2004,2023-10-06,,Base,261
Ford,Mustang,120038,Automatic,2014,2023-10-03,,Base,300
BMW,X3,106286,Automatic,2013,2023-08-15,,Base,382
BMW,3 Series,32464,Automatic,2013,2023-04-15,,Base,255
Toyota,RAV4,196418,Automatic,2021,2022-11-24,,Luxe,203
Toyota,Camry,10143,Automatic,2018,2023-06-14,,Base,208
Toyota,RAV4,96079,Automatic,2022,2023-09-17,,Base,203
Toyota,Prius,129951,Automatic,2013,2023-10-05,,Full,121
Toyota,Camry,187893,Automatic,2020,2022-12-20,,Luxe,208
Audi,A6,92773,Automatic,2016,2023-10-02,,Base,248
Ford,Fusion,167768,Automatic,2012,2023-03-30,,Advanced,325
Chevrolet,Silverado,160697,Automatic,2009,2023-04-17,,Advanced,355
Toyota,Corolla,131219,Automatic,2004,2023-02-12,,Luxe,139
Audi,A6,31420,Automatic,2006,2023-01-17,,Full,335
