Car_make,Model,Mileage,Transmission,Year,Website_post_date,Sell_date,Options,Horsepower
Audi,A6,160294,Automatic,2020,31.05.23,,Advanced,335
BMW,X3,118524,Manual,2012,15.04.23,,Luxe,248
Audi,A6,40081,Automatic,2005,15.08.23,,Base,335
Audi,A6,163664,Automatic,2008,25.11.22,,Advanced,248
BMW,3 Series,124496,Automatic,2007,19.03.23,,Advanced,382
Audi,Q7,87288,Automatic,2020,24.11.22,,Full,335
Toyota,Corolla,180175,Automatic,2001,02.04.23,,Advanced,169
BMW,X5,193350,Automatic,2007,05.05.23,,Full,335
Mercedes-Benz,S-Class,35033,Automatic,2002,02.10.23,,Full,463
Chevrolet,Malibu,18205,Automatic,2015,01.04.23,,Advanced,182
Mercedes-Benz,E-Class,15778,Automatic,2005,07.07.23,,Full,362
Chevrolet,Malibu,15369,Automatic,2016,28.08.23,,Advanced,250
Audi,Q5,127766,Automatic,2001,06.01.23,,Base,261
BMW,3 Series,64454,Automatic,2016,03.08.23,,Advanced,255
Chevrolet,Equinox,184307,Automatic,2012,15.05.23,,Advanced,170
BMW,5 Series,100974,Automatic,2005,27.09.23,,Full,335
Mercedes-Benz,GLC,159712,Automatic,2017,20.07.23,,Advanced,362
Chevrolet,Impala,36362,Automatic,2018,08.07.23,,Full,305
BMW,3 Series,119298,Automatic,2018,29.05.23,,Advanced,255
Mercedes-Benz,GLC,89883,Automatic,2007,28.02.23,,Base,255
Mercedes-Benz,S-Class,157617,Automatic,2010,19.07.23,,Full,362
Chevrolet,Equinox,31646,Automatic,2001,06.03.23,,Full,252
Mercedes-Benz,E-Class,30131,Automatic,2002,25.07.23,,Base,255
Ford,Mustang,74548,Automatic,2008,30.10.23,,Advanced,300
BMW,X3,100248,Automatic,2020,28.02.23,,Full,382
Chevrolet,Malibu,138671,Automatic,2021,15.08.23,,Advanced,250
Ford,Explorer,70172,Automatic,2017,30.10.23,,Luxe,300
Chevrolet,Equinox,18732,Automatic,2001,16.11.22,,Full,170
Ford,Fusion,154917,Automatic,2004,03.08.23,,Base,188
Audi,Q5,138121,Automatic,2012,27.11.22,,Advanced,349
BMW,3 Series,124795,Automatic,2023,26.08.23,,Luxe,382
Mercedes-Benz,S-Class,39380,Automatic,2006,07.01.23,,Base,463
Chevrolet,Equinox,145881,Automatic,2020,24.04.23,,Base,252
Mercedes-Benz,C-Class,174239,Automatic,2020,22.05.23,,Advanced,385
Toyota,Camry,93443,Automatic,2000,16.07.23,,Full,208
Toyota,Camry,59187,Automatic,2013,01.01.23,,Full,301
Ford,F-150,190165,Automatic,2021,02.03.23,,Luxe,400
Mercedes-Benz,C-Class,135603,Automatic,2005,03.02.23,,Base,385
BMW,X5,147962,Automatic,2018,09.11.23,,Full,335
Chevrolet,Equinox,115147,Automatic,2020,07.04.23,,Advanced,170
Chevrolet,Impala,173273,Automatic,2015,29.12.22,,Full,305
Audi,A4,180306,Automatic,2012,30.04.23,,Full,261
Audi,A4,154377,Automatic,2007,20.04.23,,Luxe,261
BMW,X5,183670,Automatic,2022,03.04.23,,Luxe,456
Chevrolet,Malibu,175590,Automatic,2007,23.04.23,,Base,182
Audi,A6,59009,Automatic,2006,08.01.23,,Luxe,335
Ford,F-150,17078,Manual,2009,22.12.22,,Luxe,400
Audi,Q7,123887,Automatic,2007,17.01.23,,Full,335
BMW,X3,153984,Automatic,2022,05.03.23,,Base,382
Toyota,Corolla,192894,Automatic,2010,05.11.23,,Full,139
Chevrolet,Malibu,36809,Automatic,2005,07.04.23,,Full,250
Toyota,RAV4,124872,Manual,2016,30.01.23,,Base,203
Audi,A6,49279,Automatic,2012,15.09.23,,Base,335
Audi,Q7,97044,Automatic,2007,07.02.23,,Luxe,335
BMW,X5,89563,Automatic,2008,21.09.23,,Base,335
Mercedes-Benz,S-Class,20912,Automatic,2009,13.05.23,,Base,362
Ford,Fusion,198518,Automatic,2013,07.05.23,,Luxe,325
Audi,A6,29459,Automatic,2018,26.10.23,,Luxe,248
Mercedes-Benz,S-Class,78628,Automatic,2012,16.05.23,,Full,362
Ford,Mustang,105309,Automatic,2015,20.04.23,,Base,300
Toyota,Prius,42609,Automatic,2007,11.11.23,,Advanced,121
Mercedes-Benz,GLC,98886,Automatic,2006,21.09.23,,Luxe,255
Toyota,Prius,178618,Automatic,2006,21.09.23,,Luxe,121
Ford,Explorer,65203,Automatic,2007,30.01.23,,Luxe,300
BMW,3 Series,145211,Automatic,2023,17.05.23,,Advanced,255
BMW,X3,174379,Automatic,2002,24.03.23,,Advanced,382
Audi,Q7,109753,Automatic,2022,17.01.23,,Advanced,335
Chevrolet,Equinox,145600,Automatic,2007,28.04.23,,Full,252
Ford,Fusion,88802,Automatic,2017,28.01.23,,Base,325
Ford,Explorer,60924,Manual,2009,11.05.23,,Base,300
Toyota,Corolla,113756,Automatic,2003,05.07.23,,Advanced,139
BMW,5 Series,70476,Automatic,2002,03.07.23,,Full,335
Audi,Q5,96242,Automatic,2010,04.05.23,,Full,261
Ford,F-150,147145,Automatic,2007,08.10.23,,Luxe,400
Mercedes-Benz,GLC,69760,Automatic,2014,14.04.23,,Luxe,362
Ford,Fusion,56098,Automatic,2000,08.02.23,,Advanced,325
BMW,3 Series,31240,Manual,2013,17.10.23,,Advanced,255
Ford,F-150,81342,Automatic,2017,29.01.23,,Base,400
Toyota,Corolla,164852,Automatic,2004,09.01.23,,Full,139
Toyota,RAV4,153958,Automatic,2006,24.09.23,,Full,203
Chevrolet,Silverado,78087,Automatic,2016,14.11.23,,Advanced,285
BMW,X5,179176,Automatic,2007,16.04.23,,Base,335
Chevrolet,Impala,135621,Automatic,2006,12.06.23,,Luxe,305
Chevrolet,Malibu,131673,Automatic,2003,31.03.23,,Advanced,250
Chevrolet,Impala,63501,Automatic,2012,08.12.22,,Luxe,305
Chevrolet,Silverado,96341,Automatic,2004,20.03.23,,Luxe,355
Toyota,Camry,172439,Automatic,2013,15.06.23,,Advanced,203
Mercedes-Benz,GLC,97206,Automatic,2009,24.01.23,,Full,362
Mercedes-Benz,E-Class,13499,Automatic,2020,28.05.23,,Full,362
Mercedes-Benz,C-Class,175258,Automatic,2005,31.03.23,,Advanced,385
Ford,Explorer,177776,Automatic,2015,25.08.23,,Luxe,300
Toyota,Camry,70759,Manual,2021,29.08.23,,Luxe,208
Mercedes-Benz,C-Class,24377,Automatic,2021,07.11.23,,Full,385
Mercedes-Benz,S-Class,107637,Automatic,2017,31.08.23,,Luxe,463
Audi,Q7,161873,Automatic,2002,18.04.23,,Full,335
Mercedes-Benz,GLC,97577,Automatic,2001,05.08.23,,Base,362
Mercedes-Benz,GLC,12736,Automatic,2013,11.05.23,,Full,362
Audi,Q5,12998,Automatic,2014,27.02.23,,Advanced,349
Ford,Mustang,99191,Automatic,2007,18.01.23,,Full,450
Audi,A4,34978,Automatic,2022,06.04.23,,Full,261
Audi,A6,100426,Automatic,2017,31.05.23,,Full,248
Toyota,Corolla,106664,Automatic,2011,20.03.23,,Luxe,169
Toyota,Corolla,92722,Automatic,2005,01.07.23,,Base,139
Audi,A4,165778,Automatic,2003,30.09.23,,Base,261
Ford,F-150,172017,Automatic,2005,19.09.23,,Advanced,400
Ford,Fusion,128600,Automatic,2019,05.03.23,,Advanced,325
Ford,Mustang,102388,Automatic,2022,07.10.23,,Luxe,450
BMW,X5,19424,Automatic,2022,19.07.23,,Full,456
Toyota,RAV4,177262,Automatic,2005,07.03.23,,Full,219
BMW,X5,114954,Automatic,2008,11.03.23,,Full,456
Mercedes-Benz,S-Class,121116,Automatic,2000,03.05.23,,Advanced,362
Audi,Q7,116519,Automatic,2008,19.09.23,,Luxe,335
Ford,Explorer,73629,Automatic,2008,22.07.23,,Advanced,300
Ford,Fusion,48072,Automatic,2005,11.03.23,,Advanced,188
Mercedes-Benz,GLC,161170,Automatic,2003,11.11.23,,Base,362
Ford,Mustang,22519,Automatic,2006,23.07.23,,Luxe,300
Mercedes-Benz,S-Class,11111,Automatic,2009,18.07.23,,Luxe,362
Toyota,Prius,63807,Automatic,2016,26.02.23,,Luxe,121
Mercedes-Benz,C-Class,68088,Automatic,2002,23.10.23,,Base,385
BMW,3 Series,136827,Automatic,2009,22.03.23,,Advanced,255
Mercedes-Benz,S-Class,42519,Automatic,2007,16.09.23,,Advanced,463
Audi,A4,120630,Automatic,2007,17.11.22,,Advanced,261
Audi,Q5,121251,Automatic,2019,08.10.23,,Full,349
Mercedes-Benz,C-Class,176851,Automatic,2011,25.11.22,,Luxe,255
Chevrolet,Silverado,133609,Automatic,2010,14.09.23,,Full,355
Chevrolet,Malibu,113424,Automatic,2009,30.05.23,,Full,250
Chevrolet,Silverado,131585,Automatic,2023,24.09.23,,Full,285
Toyota,Prius,31759,Automatic,2014,20.07.23,,Advanced,121
BMW,5 Series,85506,Manual,2017,13.03.23,,Base,248
BMW,5 Series,110877,Automatic,2001,10.12.22,,Full,248
Mercedes-Benz,C-Class,115241,Automatic,2022,19.09.23,,Full,255
Mercedes-Benz,S-Class,62861,Automatic,2012,24.10.23,,Full,463
Chevrolet,Silverado,39430,Automatic,2012,30.05.23,,Advanced,355
Audi,A4,191055,Automatic,2019,26.04.23,,Base,261
Toyota,Corolla,157978,Automatic,2014,20.02.23,,Luxe,169
Chevrolet,Impala,82820,Automatic,2018,30.09.23,,Advanced,305
BMW,X5,146091,Automatic,2005,15.05.23,,Luxe,456
Ford,F-150,138749,Automatic,2022,26.05.23,,Advanced,400
Audi,A6,178175,Automatic,2022,08.04.23,,Luxe,248
Toyota,Corolla,109155,Automatic,2003,10.05.23,,Luxe,169
Chevrolet,Equinox,75370,Automatic,2007,25.01.23,,Luxe,252
Toyota,Corolla,63036,Automatic,2014,06.04.23,,Luxe,139
Ford,Explorer,136691,Automatic,2006,03.12.22,,Advanced,290
Toyota,Corolla,159636,Automatic,2016,09.10.23,,Advanced,139
Ford,Fusion,88959,Automatic,2014,05.12.22,,Advanced,325
Chevrolet,Impala,102086,Automatic,2010,21.11.22,,Advanced,305
BMW,3 Series,155559,Automatic,2003,08.08.23,,Advanced,382
Toyota,Corolla,57890,Automatic,2009,02.03.23,,Full,169
BMW,X3,12075,Automatic,2020,04.08.23,,Base,382
Mercedes-Benz,S-Class,40111,Automatic,2004,24.09.23,,Full,463
Chevrolet,Equinox,44524,Automatic,2007,01.08.23,,Luxe,252
Mercedes-Benz,E-Class,127430,Automatic,2018,01.11.23,,Base,362
Ford,F-150,150527,Automatic,2003,13.05.23,,Base,400
Mercedes-Benz,C-Class,27652,Automatic,2010,11.01.23,,Full,385
BMW,X5,193148,Automatic,2015,09.08.23,,Advanced,456
Toyota,RAV4,30967,Automatic,2006,22.01.23,,Luxe,203
Audi,Q5,17410,Automatic,2012,28.02.23,,Luxe,349
Toyota,Corolla,15280,Automatic,2014,13.12.22,,Advanced,169
Ford,Fusion,120085,Automatic,2008,03.11.23,,Luxe,188
BMW,X5,150671,Automatic,2001,31.10.23,,Full,456
Toyota,Corolla,81354,Automatic,2018,08.08.23,,Advanced,139
BMW,3 Series,118707,Automatic,2012,24.08.23,,Base,255
Audi,A4,47587,Automatic,2003,24.09.23,,Luxe,261
Ford,Mustang,74121,Automatic,2005,21.12.22,,Full,450
Mercedes-Benz,C-Class,172764,Automatic,2008,01.05.23,,Full,385
Ford,F-150,39224,Automatic,2001,28.01.23,,Full,400
Mercedes-Benz,C-Class,190925,Automatic,2010,03.03.23,,Base,255
Toyota,Prius,131472,Automatic,2014,23.08.23,,Luxe,121
Chevrolet,Equinox,33621,Automatic,2001,02.07.23,,Advanced,170
Chevrolet,Equinox,78971,Automatic,2005,29.08.23,,Advanced,252
Chevrolet,Silverado,84809,Automatic,2023,17.01.23,,Advanced,285
BMW,3 Series,196566,Automatic,2000,03.03.23,,Luxe,255
Audi,Q5,58594,Automatic,2008,18.08.23,,Base,349
Toyota,Corolla,31771,Automatic,2016,16.06.23,,Base,139
Audi,A4,31198,Automatic,2002,14.03.23,,Luxe,261
Mercedes-Benz,C-Class,79475,Automatic,2023,30.11.22,,Base,385
Chevrolet,Silverado,156240,Automatic,2012,07.11.23,,Full,285
Toyota,Corolla,94225,Automatic,2023,13.05.23,,Luxe,139
Toyota,Prius,168211,Automatic,2015,08.03.23,,Base,121
Toyota,Camry,124714,Automatic,2006,25.12.22,,Luxe,208
Mercedes-Benz,GLC,25552,Automatic,2011,10.03.23,,Luxe,362
BMW,X5,39215,Automatic,2017,30.06.23,,Full,456
Toyota,Corolla,118321,Automatic,2001,08.09.23,,Advanced,139
Toyota,Corolla,56354,Automatic,2011,19.04.23,,Base,169
Toyota,Corolla,100234,Automatic,2019,13.05.23,,Base,169
Mercedes-Benz,GLC,53131,Automatic,2008,13.07.23,,Base,255
Chevrolet,Malibu,128279,Automatic,2012,05.08.23,,Base,182
Toyota,Corolla,82014,Automatic,2019,28.03.23,,Luxe,139
BMW,X3,162468,Automatic,2001,20.01.23,,Luxe,382
Ford,Mustang,120271,Automatic,2000,14.04.23,,Full,300
Ford,Explorer,101168,Automatic,2023,24.12.22,,Luxe,290
Ford,F-150,195447,Automatic,2000,02.10.23,,Base,400
Chevrolet,Malibu,20177,Automatic,2005,04.06.23,,Full,182
Toyota,RAV4,77962,Automatic,2023,26.12.22,,Base,203
Toyota,RAV4,85199,Automatic,2002,16.12.22,,Luxe,203
Toyota,Camry,43006,Automatic,2022,07.07.23,,Advanced,301
Chevrolet,Equinox,39559,Automatic,2009,06.03.23,,Base,170
Toyota,Corolla,17932,Manual,2000,30.09.23,,Full,169
Ford,F-150,125948,Automatic,2017,26.03.23,,Base,400
Chevrolet,Equinox,134367,Automatic,2003,31.05.23,,Full,170
Chevrolet,Silverado,47413,Automatic,2014,31.10.23,,Base,285
Chevrolet,Malibu,54781,Automatic,2010,27.02.23,,Luxe,250
Audi,Q5,22527,Automatic,2010,16.04.23,,Full,349
Chevrolet,Equinox,63407,Automatic,2022,11.09.23,,Advanced,170
Audi,A6,146344,Automatic,2017,25.11.22,,Full,248
Audi,A4,146115,Automatic,2016,30.04.23,,Advanced,261
Mercedes-Benz,S-Class,91567,Automatic,2013,13.09.23,,Base,463
BMW,5 Series,184921,Automatic,2014,19.03.23,,Base,248
Toyota,Corolla,90169,Automatic,2005,16.07.23,,Advanced,169
Chevrolet,Silverado,138187,Automatic,2007,05.01.23,,Base,285
BMW,5 Series,20689,Manual,2018,16.04.23,,Base,248
Mercedes-Benz,S-Class,154525,Automatic,2003,04.08.23,,Base,463
Chevrolet,Silverado,173480,Automatic,2011,11.09.23,,Base,355
BMW,X3,172244,Automatic,2020,01.12.22,,Luxe,248
Mercedes-Benz,E-Class,168634,Automatic,2004,19.10.23,,Base,255
Toyota,Camry,117033,Automatic,2002,31.12.22,,Luxe,203
Ford,Mustang,66606,Automatic,2007,10.07.23,,Advanced,450
Audi,A4,193245,Automatic,2006,01.12.22,,Advanced,261
BMW,X3,27313,Automatic,2012,09.03.23,,Base,248
Mercedes-Benz,S-Class,144006,Automatic,2023,14.04.23,,Luxe,463
Audi,Q7,42305,Automatic,2022,19.08.23,,Advanced,335
Audi,Q5,144420,Automatic,2001,05.02.23,,Base,349
Audi,Q7,66514,Automatic,2004,06.09.23,,Advanced,335
Ford,Fusion,116227,Automatic,2002,15.10.23,,Luxe,325
Chevrolet,Equinox,174955,Automatic,2007,19.11.22,,Luxe,252
Chevrolet,Equinox,144550,Automatic,2001,11.03.23,,Luxe,170
Ford,Explorer,97298,Automatic,2005,22.09.23,,Base,290
Audi,A6,82544,Automatic,2016,03.08.23,,Base,248
Toyota,Corolla,143912,Automatic,2017,13.10.23,,Full,169
BMW,5 Series,81488,Automatic,2005,24.04.23,,Full,335
Ford,Fusion,171024,Automatic,2021,16.06.23,,Full,188
Ford,Mustang,74795,Automatic,2007,21.01.23,,Full,450
Ford,Mustang,17746,Automatic,2020,06.03.23,,Advanced,450
Ford,Explorer,124560,Automatic,2017,14.02.23,,Base,290
Chevrolet,Equinox,62250,Automatic,2014,14.05.23,,Luxe,252
Ford,F-150,18426,Automatic,2015,28.05.23,,Full,400
Mercedes-Benz,C-Class,23329,Automatic,2018,10.11.23,,Full,385
Ford,Explorer,75325,Automatic,2005,03.02.23,,Base,300
Chevrolet,Equinox,69373,Automatic,2003,05.11.23,,Full,252
Ford,Fusion,145486,Automatic,2008,22.10.23,,Full,188
Ford,Mustang,185049,Automatic,2004,05.10.23,,Base,450
Toyota,RAV4,164952,Automatic,2007,17.12.22,,Advanced,203
Audi,A4,94148,Automatic,2011,21.02.23,,Luxe,261
Ford,Explorer,156710,Automatic,2007,31.01.23,,Full,300
Chevrolet,Malibu,32622,Automatic,2022,08.12.22,,Full,250
Audi,A6,54133,Automatic,2012,19.10.23,,Advanced,335
Mercedes-Benz,GLC,44820,Automatic,2018,04.01.23,,Luxe,362
Toyota,Prius,161621,Automatic,2021,07.09.23,,Advanced,121
Mercedes-Benz,GLC,75457,Automatic,2020,03.11.23,,Luxe,255
Ford,Fusion,167649,Automatic,2014,30.06.23,,Full,188
Mercedes-Benz,S-Class,51922,Automatic,2023,03.11.23,,Advanced,362
Toyota,Corolla,71018,Automatic,2011,18.03.23,,Luxe,169
BMW,3 Series,133857,Automatic,2009,19.07.23,,Advanced,255
Ford,Fusion,93123,Automatic,2004,15.03.23,,Full,325
Audi,A6,61461,Automatic,2001,24.02.23,,Luxe,248
Chevrolet,Equinox,13694,Automatic,2006,13.04.23,,Full,170
Audi,Q5,78799,Automatic,2021,19.08.23,,Base,261
Mercedes-Benz,E-Class,51319,Automatic,2002,02.10.23,,Base,362
Mercedes-Benz,GLC,114940,Automatic,2009,02.08.23,,Advanced,362
Chevrolet,Impala,122455,Automatic,2004,01.09.23,,Base,305
Ford,Mustang,160993,Automatic,2022,09.01.23,,Advanced,300
BMW,5 Series,179739,Automatic,2005,02.03.23,,Luxe,335
BMW,X5,147664,Automatic,2023,06.11.23,,Base,335
Toyota,Corolla,104469,Automatic,2022,28.06.23,,Base,139
Mercedes-Benz,C-Class,60397,Automatic,2023,08.02.23,,Full,385
Ford,Fusion,170291,Automatic,2000,01.09.23,,Luxe,325
Toyota,RAV4,36169,Automatic,2009,08.01.23,,Full,219
Chevrolet,Equinox,90189,Automatic,2015,07.02.23,,Base,252
Chevrolet,Silverado,64234,Automatic,2002,18.07.23,,Full,285
Chevrolet,Equinox,139878,Automatic,2010,23.11.22,,Base,170
Toyota,Corolla,188676,Automatic,2017,11.01.23,,Base,139
Ford,Mustang,68115,Automatic,2004,26.05.23,,Full,450
Mercedes-Benz,C-Class,158535,Automatic,2000,24.10.23,,Base,385
Chevrolet,Impala,58286,Automatic,2009,31.03.23,,Full,305
Audi,A4,105040,Automatic,2020,17.09.23,,Luxe,261
Mercedes-Benz,GLC,195413,Automatic,2021,12.06.23,,Luxe,255
Ford,Mustang,141245,Automatic,2022,04.12.22,,Advanced,300
Audi,A6,191553,Automatic,2016,23.10.23,,Full,248
Ford,Fusion,118043,Automatic,2017,26.03.23,,Base,325
Toyota,Camry,50096,Automatic,2009,29.07.23,,Luxe,203
Mercedes-Benz,E-Class,64913,Automatic,2017,08.08.23,,Advanced,362
Chevrolet,Impala,114992,Automatic,2015,09.01.23,,Advanced,305
Mercedes-Benz,S-Class,52467,Automatic,2022,10.02.23,,Advanced,463
Ford,Mustang,165428,Automatic,2010,12.01.23,,Luxe,300
BMW,3 Series,113833,Automatic,2009,15.07.23,,Base,382
Mercedes-Benz,S-Class,72244,Automatic,2001,13.04.23,,Luxe,362
Mercedes-Benz,E-Class,52149,Automatic,2009,13.12.22,,Base,255
Toyota,Camry,193445,Automatic,2005,05.05.23,,Advanced,301
Ford,Fusion,92887,Automatic,2012,23.01.23,,Luxe,188
Toyota,Camry,21784,Automatic,2014,17.03.23,,Full,203
Chevrolet,Impala,152872,Automatic,2013,10.08.23,,Advanced,305
Mercedes-Benz,S-Class,167054,Automatic,2000,22.03.23,,Base,463
Chevrolet,Malibu,49549,Manual,2016,30.03.23,,Full,250
Audi,Q7,156897,Manual,2014,14.07.23,,Advanced,335
Audi,A6,70420,Automatic,2015,28.07.23,,Full,248
Mercedes-Benz,E-Class,160376,Automatic,2016,08.05.23,,Luxe,362
Toyota,RAV4,184156,Automatic,2004,24.03.23,,Base,219
Chevrolet,Silverado,98784,Automatic,2016,28.01.23,,Full,285
Toyota,Camry,187317,Automatic,2004,11.04.23,,Base,203
Mercedes-Benz,GLC,105865,Automatic,2012,15.03.23,,Full,362
Audi,A4,138153,Automatic,2007,06.08.23,,Base,261
BMW,3 Series,74812,Automatic,2000,11.04.23,,Full,382
Audi,Q7,164412,Automatic,2012,06.07.23,,Luxe,335
Chevrolet,Equinox,47932,Automatic,2004,15.04.23,,Full,170
Chevrolet,Silverado,122959,Automatic,2018,09.11.23,,Luxe,355
Audi,Q5,131757,Automatic,2004,30.12.22,,Luxe,349
Audi,Q5,90906,Manual,2002,28.09.23,,Base,261
Audi,Q5,182377,Automatic,2013,15.03.23,,Full,349
BMW,X3,87614,Automatic,2008,06.11.23,,Advanced,382
Toyota,Camry,85652,Automatic,2018,17.10.23,,Base,208
Audi,Q7,20025,Automatic,2013,31.10.23,,Full,335
Chevrolet,Impala,137643,Automatic,2005,03.02.23,,Luxe,305
Toyota,Camry,70050,Automatic,2006,20.09.23,,Base,301
Chevrolet,Equinox,155816,Automatic,2012,25.12.22,,Luxe,252
Ford,F-150,55204,Automatic,2001,01.03.23,,Luxe,400
BMW,3 Series,118792,Automatic,2008,16.09.23,,Advanced,255
BMW,3 Series,180986,Automatic,2022,02.08.23,,Full,255
Toyota,Camry,19598,Automatic,2023,19.09.23,,Advanced,203
Toyota,Corolla,139336,Automatic,2017,28.12.22,,Luxe,139
BMW,X3,161972,Automatic,2016,07.12.22,,Advanced,248
BMW,3 Series,193335,Automatic,2020,09.07.23,,Full,255
Toyota,Corolla,75166,Automatic,2017,30.12.22,,Luxe,139
Mercedes-Benz,GLC,71469,Automatic,2000,27.01.23,,Luxe,255
BMW,5 Series,25618,Automatic,2015,29.06.23,,Base,248
Ford,Fusion,67327,Automatic,2017,05.03.23,,Luxe,325
Audi,A4,95204,Automatic,2012,14.01.23,,Base,261
Toyota,Camry,43999,Automatic,2015,24.06.23,,Advanced,203
BMW,X3,85764,Automatic,2023,22.02.23,,Full,248
Audi,A6,123223,Automatic,2009,12.09.23,,Full,335
BMW,5 Series,176899,Automatic,2021,09.05.23,,Luxe,248
Toyota,Prius,49578,Automatic,2006,19.05.23,,Advanced,121
Ford,F-150,187507,Automatic,2017,06.09.23,,Full,400
Toyota,Camry,27747,Manual,2001,02.03.23,,Full,208
Mercedes-Benz,GLC,33625,Automatic,2005,07.07.23,,Advanced,255
BMW,X3,37429,Automatic,2007,15.01.23,,Base,248
Mercedes-Benz,S-Class,167695,Automatic,2004,02.07.23,,Luxe,463
Toyota,Camry,86081,Automatic,2021,03.09.23,,Luxe,301
Toyota,Prius,30423,Automatic,2012,05.07.23,,Luxe,121
Mercedes-Benz,E-Class,100883,Automatic,2018,10.02.23,,Luxe,255
Toyota,Corolla,174393,Automatic,2014,11.04.23,,Luxe,139
Chevrolet,Impala,94878,Automatic,2007,27.11.22,,Full,305
Toyota,Prius,181659,Automatic,2010,12.09.23,,Full,121
Toyota,Corolla,82615,Automatic,2005,10.06.23,,Full,169
Mercedes-Benz,E-Class,182088,Automatic,2005,22.11.22,,Luxe,362
BMW,3 Series,89502,Automatic,2019,01.11.23,,Base,255
Chevrolet,Impala,126828,Automatic,2006,06.09.23,,Advanced,305
Mercedes-Benz,S-Class,164547,Automatic,2013,16.10.23,,Base,362
Audi,A4,36863,Automatic,2010,02.08.23,,Luxe,261
Mercedes-Benz,GLC,186331,Automatic,2008,02.09.23,,Full,255
Chevrolet,Equinox,172052,Automatic,2023,12.09.23,,Luxe,170
Toyota,Camry,100544,Automatic,2000,24.02.23,,Advanced,208
Mercedes-Benz,E-Class,162459,Automatic,2009,23.11.22,,Luxe,255
Chevrolet,Silverado,64453,Automatic,2009,03.01.23,,Luxe,285
Audi,A6,89792,Automatic,2010,18.02.23,,Base,248
Chevrolet,Equinox,82361,Automatic,2001,22.03.23,,Base,252
BMW,5 Series,44280,Automatic,2022,06.02.23,,Base,248
Audi,Q7,197341,Automatic,2020,24.09.23,,Full,335
BMW,5 Series,49558,Automatic,2001,01.05.23,,Luxe,335
Toyota,Corolla,169068,Automatic,2008,01.02.23,,Base,139
BMW,X5,69740,Manual,2015,01.07.23,,Full,335
BMW,3 Series,40223,Automatic,2010,25.08.23,,Luxe,382
Chevrolet,Equinox,37772,Automatic,2022,01.10.23,,Advanced,170
Mercedes-Benz,C-Class,155989,Automatic,2008,27.04.23,,Full,385
BMW,X3,25625,Automatic,2014,15.12.22,,Luxe,248
Audi,Q7,78595,Automatic,2015,25.05.23,,Luxe,335
Audi,Q7,83995,Automatic,2009,27.10.23,,Luxe,335
Audi,A6,49901,Automatic,2021,31.12.22,,Advanced,248
Toyota,RAV4,124578,Automatic,2010,20.12.22,,Luxe,203
Audi,A4,101694,Automatic,2020,02.07.23,,Advanced,261
Audi,A4,17096,Automatic,2014,10.06.23,,Full,261
Toyota,Prius,97984,Automatic,2021,04.02.23,,Luxe,121
Toyota,Prius,147704,Automatic,2003,20.02.23,,Base,121
Ford,Mustang,192093,Automatic,2015,25.04.23,,Base,300
Ford,Fusion,65177,Automatic,2012,15.01.23,,Base,325
BMW,5 Series,194996,Automatic,2018,13.11.23,,Full,248
Mercedes-Benz,E-Class,57195,Automatic,2009,02.03.23,,Luxe,362
Toyota,Camry,19224,Automatic,2010,12.09.23,,Base,301
Ford,Mustang,167676,Automatic,2019,13.02.23,,Base,300
Ford,Fusion,89169,Automatic,2006,06.09.23,,Advanced,325
Audi,A4,195197,Automatic,2002,07.06.23,,Base,261
Chevrolet,Silverado,24641,Automatic,2019,16.09.23,,Luxe,285
Ford,Explorer,59004,Automatic,2017,01.11.23,,Full,300
BMW,X5,185472,Automatic,2019,09.01.23,,Luxe,456
Audi,A6,62874,Automatic,2022,13.11.23,,Luxe,248
Mercedes-Benz,C-Class,151900,Automatic,2001,24.08.23,,Full,255
Mercedes-Benz,E-Class,139492,Automatic,2022,21.05.23,,Full,255
Ford,F-150,198960,Manual,2016,26.04.23,,Full,400
Mercedes-Benz,GLC,94922,Automatic,2010,26.07.23,,Advanced,255
Toyota,Camry,92274,Automatic,2012,18.11.22,,Full,208
Audi,A4,199215,Automatic,2009,08.04.23,,Full,261
Ford,F-150,78855,Automatic,2004,13.05.23,,Full,400
Ford,Explorer,177721,Automatic,2019,18.03.23,,Full,290
Toyota,Corolla,77101,Automatic,2002,26.08.23,,Advanced,169
Ford,Mustang,115382,Automatic,2013,04.05.23,,Luxe,300
BMW,3 Series,186195,Automatic,2023,10.03.23,,Advanced,382
Audi,A6,111337,Automatic,2005,26.06.23,,Advanced,335
Toyota,Camry,114212,Automatic,2020,09.04.23,,Base,208
Chevrolet,Malibu,138361,Automatic,2020,15.07.23,,Base,182
Audi,Q7,69635,Automatic,2015,03.02.23,,Full,335
Mercedes-Benz,E-Class,114735,Automatic,2005,16.03.23,,Advanced,362
Mercedes-Benz,GLC,47151,Automatic,2004,23.05.23,,Base,362
BMW,X3,104591,Automatic,2008,25.04.23,,Luxe,248
BMW,5 Series,74527,Automatic,2004,21.07.23,,Full,335
Toyota,RAV4,15634,Automatic,2001,26.02.23,,Luxe,219
BMW,5 Series,188180,Automatic,2016,16.02.23,,Luxe,248
Ford,F-150,128255,Automatic,2020,06.06.23,,Luxe,400
Toyota,RAV4,169247,Automatic,2009,01.08.23,,Luxe,203
Audi,Q7,164755,Automatic,2020,01.06.23,,Base,335
Chevrolet,Impala,101655,Manual,2023,04.10.23,,Full,305
