Car Make,Model,Mileage,Configuration,Year of Make,Primary Damage,Secondary Damage,Website Post Date,Sell Date,Estimated Price (USD),Options,Engine Type,Horsepower
Toyota,RAV4,168669,Automatic,1994,,,2023-11-02 16:34:10.668551,,10000.0,Full,2.5L I4,203
Mercedes-Benz,C-Class,41640,Automatic,1997,Rear,,2024-09-24 16:34:10.668567,,10000.0,Advanced,2.0L I4 Turbo,255
Audi,Q5,50238,Automatic,2017,,,2023-01-23 16:34:10.668586,2023-03-11 16:34:10.668586,16109.91,Luxe,3.0L V6,349
Toyota,Tacoma,177485,Automatic,2019,,,2023-01-08 16:34:10.668606,,10000.0,Base,2.7L I4,159
Mercedes-Benz,E-Class,11278,Automatic,2015,,,2023-10-30 16:34:10.668622,,10770.24,Advanced,3.0L I6 Turbo,362
Audi,A4,147811,Automatic,2013,,,2024-02-21 16:34:10.668639,,15000.0,Base,2.0L I4 Turbo,261
Mercedes-Benz,E-Class,176404,Automatic,2008,,,2023-06-09 16:34:10.668657,,10000.0,Full,3.0L I6 Turbo,362
Audi,A6,43761,Automatic,2013,,,2024-02-21 16:34:10.668676,,18829.65,Full,3.0L V6 Turbo,335
Mercedes-Benz,GLC,5565,Automatic,2017,,,2022-08-01 16:34:10.668694,,12125.08,Luxe,2.0L I4 Turbo,255
Audi,A6,157324,Automatic,1994,,,2022-09-29 16:34:10.668712,2022-10-25 16:34:10.668712,15000.0,Full,3.0L V6 Turbo,335
Audi,A6,113115,Automatic,2012,Rear,,2023-02-28 16:34:10.668737,2023-03-18 16:34:10.668737,15000.0,Base,2.0L I4 Turbo,248
Audi,A8,64593,Automatic,2005,Rear,,2023-04-22 16:34:10.668758,2023-06-16 16:34:10.668758,21654.93,Full,3.0L V6 Turbo,335
Audi,A4,154083,Automatic,1994,,,2022-09-27 16:34:10.668780,2022-10-23 16:34:10.668780,15000.0,Base,2.0L I4 Turbo,261
Audi,Q7,128083,Automatic,2012,,,2023-08-16 16:34:10.668801,2023-08-30 16:34:10.668801,19021.32,Luxe,2.0L I4 Turbo,248
Audi,Q5,28735,Automatic,2019,Front,,2023-11-08 16:34:10.668827,,18799.35,Advanced,2.0L I4 Turbo,261
Mercedes-Benz,GLA,97994,Automatic,2019,Rear,,2024-05-19 16:34:10.668850,2024-06-01 16:34:10.668850,10000.0,Advanced,2.0L I4 Turbo,221
Toyota,Tacoma,180501,Automatic,2023,,,2023-07-13 16:34:10.668872,2023-09-07 16:34:10.668872,34792.16,Base,3.5L V6,278
Toyota,Camry,126038,Automatic,2007,,,2024-04-21 16:34:10.668895,2024-06-03 16:34:10.668895,10000.0,Advanced,3.5L V6,301
Toyota,Tacoma,125236,Automatic,2007,Front,,2022-06-02 16:34:10.668909,,10000.0,Luxe,2.7L I4,159
Audi,A4,23677,Automatic,2016,,,2024-04-18 16:34:10.668920,2024-04-20 16:34:10.668920,15000.0,Base,2.0L I4 Turbo,261
Audi,Q7,77475,Automatic,2010,,,2023-08-16 16:34:10.668932,2023-09-19 16:34:10.668932,19368.449999999997,Full,2.0L I4 Turbo,248
Audi,A6,155626,Automatic,2000,Rear,,2023-09-29 16:34:10.668947,,15000.0,Full,2.0L I4 Turbo,248
Toyota,Highlander,167786,Automatic,2023,,,2022-07-24 16:34:10.668958,,41961.98,Advanced,3.5L V6,295
Mercedes-Benz,S-Class,48793,Automatic,1999,Side,,2022-05-13 16:34:10.668971,2022-06-01 16:34:10.668971,13845.76,Full,4.0L V8,496
Mercedes-Benz,GLA,195526,Automatic,2016,Rear,Side,2024-05-28 16:34:10.668986,,10000.0,Base,2.0L I4 Turbo,221
Mercedes-Benz,GLC,46029,Automatic,2015,Side,,2023-02-13 16:34:10.669001,,10000.0,Base,2.0L I4 Turbo,255
Toyota,RAV4,147569,Automatic,2014,,,2023-01-25 16:34:10.669012,,10000.0,Luxe,2.5L I4,203
Audi,Q7,175791,Automatic,2022,,,2022-03-07 16:34:10.669024,2022-03-19 16:34:10.669024,89148.39,Full,3.0L V6 Turbo,335
Audi,A4,71595,Automatic,1995,Side,,2023-11-03 16:34:10.669037,2023-12-25 16:34:10.669037,15000.0,Base,2.0L I4 Turbo,261
Audi,A4,41230,Automatic,2021,Roof,,2022-03-17 16:34:10.669050,,54984.06,Luxe,2.0L I4 Turbo,261
Toyota,Tacoma,141768,Automatic,2023,,,2024-04-24 16:34:10.669062,2024-05-21 16:34:10.669062,53540.04,Luxe,3.5L V6,278
Mercedes-Benz,E-Class,185005,Automatic,2015,Rear,,2024-06-08 16:34:10.669076,,10000.0,Luxe,3.0L I6 Turbo,362
Toyota,Corolla,114119,Automatic,1984,,,2023-08-13 16:34:10.669087,,10000.0,Full,1.8L I4,139
Toyota,Camry,64323,Automatic,2023,Rear,,2022-10-22 16:34:10.669098,2022-11-11 16:34:10.669098,29698.42,Full,3.5L V6,301
Toyota,Tacoma,141194,Automatic,2001,Front,,2023-06-29 16:34:10.669111,,10000.0,Luxe,3.5L V6,278
Audi,A6,155259,Automatic,1994,,,2022-04-09 16:34:10.669122,,15000.0,Advanced,3.0L V6 Turbo,335
Toyota,Corolla,61808,Automatic,1994,,,2022-05-22 16:34:10.669132,,10000.0,Luxe,1.8L I4,139
Mercedes-Benz,E-Class,165520,Automatic,2008,,,2023-07-20 16:34:10.669142,,10000.0,Base,3.0L I6 Turbo,362
Audi,A8,28337,Automatic,2007,,,2023-12-27 16:34:10.669153,2024-01-04 16:34:10.669153,27511.77,Advanced,3.0L V6 Turbo,335
Toyota,Tacoma,73561,Automatic,2005,,,2022-04-07 16:34:10.669165,2022-04-15 16:34:10.669165,10000.0,Base,2.7L I4,159
Audi,A6,140805,Automatic,1999,Roof,,2024-05-14 16:34:10.669177,2024-06-16 16:34:10.669177,15000.0,Luxe,3.0L V6 Turbo,335
Mercedes-Benz,GLA,58672,Automatic,2021,Side,Front,2024-07-28 16:34:10.669203,,26668.6,Advanced,2.0L I4 Turbo,221
Mercedes-Benz,GLA,152515,Automatic,2018,Side,,2022-04-01 16:34:10.669227,2022-04-12 16:34:10.669227,10000.0,Advanced,2.0L I4 Turbo,221
Mercedes-Benz,E-Class,191823,Automatic,1996,,,2022-12-31 16:34:10.669246,,10000.0,Full,2.0L I4 Turbo,255
Mercedes-Benz,GLC,100650,Automatic,2019,Rear,,2022-11-08 16:34:10.669264,,11377.6,Luxe,2.0L I4 Turbo,255
Mercedes-Benz,GLA,150977,Automatic,2018,,,2024-06-14 16:34:10.669284,2024-08-07 16:34:10.669284,10000.0,Luxe,2.0L I4 Turbo,221
Mercedes-Benz,S-Class,143740,Manual,2005,Front,,2023-06-24 16:34:10.669301,2023-06-27 16:34:10.669301,10000.0,Base,3.0L I6 Turbo,429
Toyota,Corolla,163251,Automatic,1972,,,2022-11-25 16:34:10.669314,2022-12-15 16:34:10.669314,10000.0,Base,2.0L I4,169
Toyota,RAV4,69763,Automatic,2017,Rear,,2022-10-30 16:34:10.669326,2022-11-27 16:34:10.669326,10000.0,Full,2.5L I4,203
Toyota,Corolla,57717,Automatic,2014,,,2022-06-30 16:34:10.669338,,10000.0,Full,1.8L I4,139
Audi,A6,113621,Automatic,2004,Rear,,2022-07-17 16:34:10.669349,2022-09-04 16:34:10.669349,15000.0,Advanced,3.0L V6 Turbo,335
Audi,A4,107840,Automatic,1995,,,2023-06-17 16:34:10.669362,2023-07-21 16:34:10.669362,15000.0,Advanced,2.0L I4 Turbo,261
Toyota,Camry,5673,Automatic,2003,Side,,2022-02-24 16:34:10.669374,2022-03-01 16:34:10.669374,10000.0,Advanced,2.5L I4,203
Mercedes-Benz,E-Class,181757,Automatic,2000,Side,,2024-07-22 16:34:10.669387,,10000.0,Base,2.0L I4 Turbo,255
Mercedes-Benz,GLC,134380,Automatic,2017,,,2024-09-16 16:34:10.669398,,10000.0,Full,2.0L I4 Turbo,255
Audi,Q7,66287,Automatic,2020,,,2022-06-30 16:34:10.669409,,64140.479999999996,Luxe,2.0L I4 Turbo,248
Audi,A6,72339,Automatic,1996,,,2022-08-08 16:34:10.669420,2022-09-03 16:34:10.669420,16727.07,Full,2.0L I4 Turbo,248
Audi,A4,51494,Automatic,1994,,,2022-07-25 16:34:10.669433,2022-08-15 16:34:10.669433,15000.0,Base,2.0L I4 Turbo,261
Toyota,Corolla,123139,Automatic,1996,,,2023-05-12 16:34:10.669445,,10000.0,Base,2.0L I4,169
Toyota,Camry,35899,Automatic,2021,,,2023-12-31 16:34:10.669456,2024-02-16 16:34:10.669456,28838.98,Luxe,3.5L V6,301
Audi,A8,128750,Automatic,2018,,,2023-08-04 16:34:10.669470,2023-09-14 16:34:10.669470,25820.850000000002,Luxe,3.0L V6 Turbo,335
Mercedes-Benz,GLC,162610,Automatic,2022,Side,,2024-06-06 16:34:10.669483,2024-06-30 16:34:10.669483,39070.24,Luxe,2.0L I4 Turbo,255
Mercedes-Benz,E-Class,109658,Automatic,2006,,,2022-12-26 16:34:10.669496,,10000.0,Advanced,3.0L I6 Turbo,362
Toyota,Camry,68431,Automatic,1988,Roof,,2022-04-09 16:34:10.669507,2022-05-02 16:34:10.669507,10000.0,Luxe,3.5L V6,301
Toyota,Tacoma,120045,Automatic,1996,,,2023-08-06 16:34:10.669519,2023-08-30 16:34:10.669519,10000.0,Advanced,2.7L I4,159
Mercedes-Benz,E-Class,37441,Automatic,2015,,,2022-02-28 16:34:10.669531,2022-04-06 16:34:10.669531,10050.34,Base,3.0L I6 Turbo,362
Audi,A6,157385,Automatic,2013,Rear,,2024-04-30 16:34:10.669545,2024-05-09 16:34:10.669545,15000.0,Advanced,3.0L V6 Turbo,335
Audi,A6,133066,Automatic,1997,,,2023-08-12 16:34:10.669557,,15000.0,Base,3.0L V6 Turbo,335
Audi,Q5,92133,Automatic,2019,,,2023-12-18 16:34:10.669567,2024-02-02 16:34:10.669567,19203.15,Base,3.0L V6,349
Toyota,Highlander,190796,Automatic,2011,,,2023-03-13 16:34:10.669581,2023-04-03 16:34:10.669581,10000.0,Base,2.5L I4 Hybrid,243
Audi,Q7,45535,Automatic,2012,,,2024-07-08 16:34:10.669592,,19639.59,Advanced,3.0L V6 Turbo,335
Toyota,RAV4,109513,Automatic,2019,Rear,,2022-05-20 16:34:10.669604,,10000.0,Base,2.5L I4,203
Audi,A8,114214,Automatic,2018,Roof,,2023-01-14 16:34:10.669615,2023-01-30 16:34:10.669615,16280.099999999999,Base,4.0L V8,563
Mercedes-Benz,GLC,143689,Automatic,2018,Roof,,2024-10-22 16:34:10.669627,,10000.0,Advanced,2.0L I4 Turbo,255
Audi,Q5,167792,Automatic,2012,Front,,2023-05-19 16:34:10.669639,,15000.0,Advanced,3.0L V6,349
Audi,A4,23433,Automatic,1998,,,2022-08-01 16:34:10.669649,2022-08-02 16:34:10.669649,16173.78,Luxe,2.0L I4 Turbo,261
Toyota,Corolla,194957,Automatic,2012,Front,,2022-08-09 16:34:10.669662,2022-09-12 16:34:10.669662,10000.0,Full,1.8L I4,139
Toyota,Camry,37049,Automatic,1987,,,2024-07-16 16:34:10.669674,,10000.0,Full,2.5L I4,203
Toyota,Camry,76197,Automatic,2000,Rear,,2022-11-25 16:34:10.669687,2022-12-15 16:34:10.669687,10000.0,Full,3.5L V6,301
Mercedes-Benz,GLC,45630,Automatic,2019,,,2023-05-15 16:34:10.669699,2023-05-29 16:34:10.669699,16136.82,Full,2.0L I4 Turbo,255
Toyota,RAV4,99100,Automatic,2019,,,2022-10-31 16:34:10.669711,,10000.0,Advanced,2.5L I4,203
Mercedes-Benz,GLC,71155,Automatic,2021,,,2023-01-20 16:34:10.669722,,43527.94,Full,2.0L I4 Turbo,255
Mercedes-Benz,GLC,27178,Automatic,2022,Side,,2023-12-22 16:34:10.669736,2024-02-02 16:34:10.669736,45717.5,Advanced,2.0L I4 Turbo,255
Mercedes-Benz,C-Class,109561,Automatic,2019,,,2022-05-11 16:34:10.669751,,12323.16,Luxe,2.0L I4 Turbo,255
Toyota,RAV4,172643,Automatic,2016,,,2022-08-29 16:34:10.669762,2022-10-17 16:34:10.669762,10000.0,Luxe,2.5L I4,203
Toyota,Highlander,196276,Automatic,2013,,,2023-07-02 16:34:10.669775,2023-07-09 16:34:10.669775,10000.0,Base,2.5L I4 Hybrid,243
Audi,A4,88837,Manual,1994,,,2022-11-11 16:34:10.669787,,15000.0,Base,2.0L I4 Turbo,261
Mercedes-Benz,C-Class,150641,Automatic,1996,,,2024-09-30 16:34:10.669797,,10000.0,Advanced,2.0L I4 Turbo,255
Toyota,Camry,48142,Automatic,1993,,,2024-09-25 16:34:10.669808,2024-11-18 16:34:10.669808,10000.0,Advanced,2.5L I4,203
Toyota,Corolla,165122,Automatic,2022,Roof,,2022-11-04 16:34:10.669822,2022-12-31 16:34:10.669822,14717.58,Advanced,2.0L I4,169
Mercedes-Benz,GLC,123909,Automatic,2018,,,2024-02-09 16:34:10.669836,,10000.0,Full,2.0L I4 Turbo,255
Audi,Q7,173823,Automatic,2011,Rear,,2022-12-18 16:34:10.669847,2022-12-28 16:34:10.669847,15000.0,Full,3.0L V6 Turbo,335
Toyota,Corolla,90894,Automatic,1997,Rear,,2024-08-03 16:34:10.669859,,10000.0,Base,2.0L I4,169
Toyota,Corolla,113508,Automatic,1991,,,2023-02-20 16:34:10.669870,2023-03-04 16:34:10.669870,10000.0,Advanced,1.8L I4,139
Mercedes-Benz,E-Class,89992,Automatic,2006,Rear,,2023-02-06 16:34:10.669884,,10000.0,Full,3.0L I6 Turbo,362
Audi,Q7,43327,Manual,2021,Front,,2022-12-09 16:34:10.669895,2023-01-15 16:34:10.669895,75959.76,Full,3.0L V6 Turbo,335
Mercedes-Benz,GLC,195448,Automatic,2016,,,2024-05-03 16:34:10.669907,2024-06-16 16:34:10.669907,10000.0,Advanced,2.0L I4 Turbo,255
Mercedes-Benz,C-Class,94762,Automatic,2016,,,2024-04-03 16:34:10.669919,2024-04-26 16:34:10.669919,10000.0,Full,2.0L I4 Turbo,255
Toyota,Tacoma,39952,Automatic,2003,,,2023-04-14 16:34:10.669931,,10000.0,Full,3.5L V6,278
Toyota,RAV4,69103,Manual,2023,Roof,,2022-07-27 16:34:10.669942,,35379.1,Full,2.5L I4,203
Mercedes-Benz,C-Class,106450,Automatic,2013,,,2022-05-30 16:34:10.669954,2022-06-28 16:34:10.669954,10000.0,Full,2.0L I4 Turbo,255
Toyota,Corolla,93759,Automatic,1969,,,2023-08-01 16:34:10.669966,,10000.0,Luxe,2.0L I4,169
Toyota,RAV4,146362,Automatic,2004,,,2024-01-25 16:34:10.669976,,10000.0,Advanced,2.5L I4,203
Toyota,Tacoma,8995,Automatic,2014,Side,,2023-07-22 16:34:10.669987,,10000.0,Advanced,3.5L V6,278
Toyota,Tacoma,113362,Automatic,1998,,,2024-05-09 16:34:10.669998,,10000.0,Base,2.7L I4,159
Toyota,Tacoma,156498,Automatic,2012,,,2024-03-24 16:34:10.670008,,10000.0,Luxe,2.7L I4,159
Mercedes-Benz,GLC,183777,Automatic,2019,Rear,,2023-05-21 16:34:10.670020,2023-05-29 16:34:10.670020,10000.0,Advanced,2.0L I4 Turbo,255
Mercedes-Benz,E-Class,106660,Manual,2000,,,2024-03-16 16:34:10.670032,2024-04-08 16:34:10.670032,10000.0,Base,2.0L I4 Turbo,255
Audi,Q5,95716,Automatic,2008,,,2022-10-26 16:34:10.670044,,15000.0,Advanced,3.0L V6,349
Mercedes-Benz,GLA,7989,Automatic,2016,,,2022-03-09 16:34:10.670055,2022-04-21 16:34:10.670055,10000.0,Full,2.0L I4 Turbo,221
Audi,Q7,167440,Automatic,2008,Roof,,2023-12-07 16:34:10.670067,,15000.0,Luxe,2.0L I4 Turbo,248
Toyota,Corolla,168770,Automatic,1996,,,2022-05-15 16:34:10.670077,,10000.0,Advanced,2.0L I4,169
Audi,Q5,181159,Automatic,2014,,,2022-08-21 16:34:10.670088,,15000.0,Base,3.0L V6,349
Toyota,Highlander,101985,Automatic,2010,,,2023-06-10 16:34:10.670099,2023-07-16 16:34:10.670099,10000.0,Full,3.5L V6,295
Toyota,Tacoma,187882,Automatic,1995,,,2022-11-16 16:34:10.670111,,10000.0,Luxe,3.5L V6,278
Mercedes-Benz,GLA,175867,Automatic,2019,,,2024-05-31 16:34:10.670121,2024-07-29 16:34:10.670121,10000.0,Base,2.0L I4 Turbo,221
Toyota,Camry,153226,Automatic,2000,,,2023-10-25 16:34:10.670133,,10000.0,Full,3.5L V6,301
Mercedes-Benz,GLC,27418,Automatic,2017,Front,,2022-09-27 16:34:10.670146,,10000.0,Advanced,2.0L I4 Turbo,255
Toyota,Corolla,181484,Automatic,1996,Roof,,2023-01-21 16:34:10.670157,2023-02-13 16:34:10.670157,10000.0,Advanced,1.8L I4,139
Audi,A8,74400,Automatic,2004,,,2023-05-07 16:34:10.670169,2023-05-29 16:34:10.670169,25455.39,Advanced,4.0L V8,563
Mercedes-Benz,E-Class,38066,Automatic,2010,Side,,2022-08-15 16:34:10.670182,2022-09-17 16:34:10.670182,10000.0,Base,3.0L I6 Turbo,362
Audi,Q7,27767,Automatic,2023,Side,,2023-06-15 16:34:10.670194,,126709.62,Full,3.0L V6 Turbo,335
Audi,Q5,125553,Automatic,2013,Front,,2022-05-17 16:34:10.670206,,15000.0,Luxe,2.0L I4 Turbo,261
Audi,A4,42351,Manual,1998,Roof,,2023-01-22 16:34:10.670217,2023-03-15 16:34:10.670217,15000.0,Luxe,2.0L I4 Turbo,261
Toyota,RAV4,191516,Automatic,2019,,,2022-02-20 16:34:10.670229,2022-03-02 16:34:10.670229,10000.0,Luxe,2.5L I4,203
Toyota,Camry,63571,Automatic,1997,,,2024-07-23 16:34:10.670241,2024-09-14 16:34:10.670241,10000.0,Full,2.5L I4,203
Toyota,Tacoma,64506,Automatic,2014,,,2023-08-14 16:34:10.670253,2023-09-21 16:34:10.670253,10000.0,Full,3.5L V6,278
Audi,A8,28589,Automatic,1998,,,2024-02-12 16:34:10.670265,2024-04-04 16:34:10.670265,33828.479999999996,Luxe,4.0L V8,563
Mercedes-Benz,E-Class,6526,Automatic,2002,,,2022-12-19 16:34:10.670278,,11214.28,Advanced,2.0L I4 Turbo,255
Audi,Q7,151163,Automatic,2006,,,2022-05-03 16:34:10.670289,2022-06-21 16:34:10.670289,16783.050000000003,Luxe,2.0L I4 Turbo,248
Mercedes-Benz,S-Class,189035,Automatic,1973,,,2024-03-24 16:34:10.670302,2024-04-14 16:34:10.670302,10613.66,Base,4.0L V8,496
Audi,A4,101832,Automatic,1995,,,2024-10-12 16:34:10.670315,2024-10-13 16:34:10.670315,15000.0,Luxe,2.0L I4 Turbo,261
Audi,Q5,67657,Automatic,2018,,,2024-06-05 16:34:10.670327,,15003.869999999999,Full,3.0L V6,349
Mercedes-Benz,E-Class,182990,Manual,1993,,,2022-03-27 16:34:10.670339,,10000.0,Base,3.0L I6 Turbo,362
Toyota,Camry,28122,Automatic,1999,,,2022-12-10 16:34:10.670350,2023-01-26 16:34:10.670350,10000.0,Luxe,3.5L V6,301
Mercedes-Benz,GLC,17440,Manual,2020,,,2023-03-24 16:34:10.670361,,33366.26,Full,2.0L I4 Turbo,255
Audi,Q7,156262,Automatic,2009,,,2024-02-14 16:34:10.670372,,15000.0,Advanced,2.0L I4 Turbo,248
Toyota,Tacoma,107273,Automatic,2018,,,2024-10-04 16:34:10.670383,,10000.0,Base,2.7L I4,159
Audi,A8,48577,Automatic,2003,Side,,2023-09-24 16:34:10.670393,,23063.010000000002,Advanced,3.0L V6 Turbo,335
Toyota,Highlander,165078,Automatic,2002,Front,,2024-09-14 16:34:10.670405,2024-09-30 16:34:10.670405,10000.0,Advanced,2.5L I4 Hybrid,243
Mercedes-Benz,S-Class,11455,Automatic,2020,,,2024-05-02 16:34:10.670418,2024-07-01 16:34:10.670418,45070.06,Base,3.0L I6 Turbo,429
Toyota,Highlander,147009,Automatic,2003,,,2023-08-29 16:34:10.670431,2023-09-21 16:34:10.670431,10000.0,Advanced,2.5L I4 Hybrid,243
Toyota,Highlander,98655,Automatic,2000,,,2023-02-16 16:34:10.670443,,10000.0,Full,3.5L V6,295
Mercedes-Benz,S-Class,144572,Automatic,2016,,,2023-08-08 16:34:10.670454,,14879.44,Luxe,4.0L V8,496
Mercedes-Benz,GLC,87188,Automatic,2023,,,2022-04-29 16:34:10.670465,,58714.86,Base,2.0L I4 Turbo,255
Toyota,Corolla,83899,Automatic,1971,,,2024-11-06 16:34:10.670477,2025-01-05 16:34:10.670477,10000.0,Luxe,2.0L I4,169
Toyota,Camry,41709,Automatic,2003,Rear,,2024-10-06 16:34:10.670489,2024-12-05 16:34:10.670489,10000.0,Base,3.5L V6,301
Audi,A8,30204,Automatic,2007,,,2023-09-22 16:34:10.670502,2023-10-15 16:34:10.670502,24658.02,Base,3.0L V6 Turbo,335
Toyota,Highlander,65869,Automatic,2014,,,2024-01-25 16:34:10.670514,,10000.0,Luxe,2.5L I4 Hybrid,243
Audi,Q7,9967,Automatic,2023,Rear,,2023-07-18 16:34:10.670526,2023-08-27 16:34:10.670526,134904.69,Luxe,3.0L V6 Turbo,335
Mercedes-Benz,S-Class,148077,Automatic,1973,,,2022-03-24 16:34:10.670539,,11877.46,Base,3.0L I6 Turbo,429
Mercedes-Benz,GLC,10673,Automatic,2020,,,2022-04-03 16:34:10.670551,,31425.74,Full,2.0L I4 Turbo,255
Toyota,RAV4,138686,Automatic,2022,,,2022-04-06 16:34:10.670562,,31408.2,Full,2.5L I4,203
Audi,Q7,72785,Automatic,2015,Roof,,2023-08-02 16:34:10.670576,,15000.0,Base,2.0L I4 Turbo,248
Toyota,Camry,138311,Automatic,1995,Roof,,2022-09-07 16:34:10.670588,,10000.0,Base,2.5L I4,203
Audi,A4,149007,Automatic,1998,Rear,,2023-12-22 16:34:10.670601,2023-12-24 16:34:10.670601,15000.0,Base,2.0L I4 Turbo,261
Mercedes-Benz,S-Class,26297,Automatic,1987,Front,,2024-03-07 16:34:10.670613,,13920.24,Full,4.0L V8,496
Mercedes-Benz,C-Class,81231,Automatic,2019,,,2023-11-14 16:34:10.670625,2023-12-08 16:34:10.670625,11860.76,Advanced,2.0L I4 Turbo,255
Toyota,RAV4,100634,Automatic,2001,Front,,2024-05-01 16:34:10.670638,,10000.0,Base,2.5L I4,203
Audi,Q7,197207,Automatic,2018,,,2022-06-29 16:34:10.670650,2022-07-01 16:34:10.670650,15000.0,Base,3.0L V6 Turbo,335
Toyota,Camry,28016,Automatic,1983,Rear,,2022-12-17 16:34:10.670662,2023-01-20 16:34:10.670662,10000.0,Full,3.5L V6,301
Mercedes-Benz,GLA,32881,Automatic,2020,,,2024-07-25 16:34:10.670674,2024-07-28 16:34:10.670674,24633.88,Full,2.0L I4 Turbo,221
Audi,Q5,164231,Automatic,2013,,,2024-09-02 16:34:10.670687,2024-10-22 16:34:10.670687,15000.0,Luxe,2.0L I4 Turbo,261
Mercedes-Benz,GLA,197888,Automatic,2013,Front,Front,2023-09-11 16:34:10.670701,2023-09-20 16:34:10.670701,10000.0,Full,2.0L I4 Turbo,221
Mercedes-Benz,S-Class,25187,Automatic,2006,,,2024-06-05 16:34:10.670713,,14786.04,Base,3.0L I6 Turbo,429
Mercedes-Benz,S-Class,122772,Automatic,1980,,,2022-08-07 16:34:10.670725,,15073.48,Full,3.0L I6 Turbo,429
Audi,A8,96735,Manual,1994,Front,,2022-03-30 16:34:10.670738,,18406.98,Base,4.0L V8,563
Toyota,Camry,130639,Automatic,2017,Rear,,2024-09-11 16:34:10.670750,,10000.0,Advanced,2.5L I4,203
Audi,A6,13111,Automatic,1997,Side,,2022-07-06 16:34:10.670761,,15000.0,Full,3.0L V6 Turbo,335
Audi,Q5,112904,Automatic,2021,Front,,2023-07-05 16:34:10.670772,,52881.42,Luxe,3.0L V6,349
Mercedes-Benz,S-Class,173397,Automatic,2009,,,2023-12-07 16:34:10.670784,2024-01-23 16:34:10.670784,13260.96,Luxe,4.0L V8,496
Toyota,Highlander,88060,Automatic,2006,Rear,,2023-11-14 16:34:10.670797,,10000.0,Base,2.5L I4 Hybrid,243
Toyota,Corolla,142764,Automatic,1999,,,2023-04-01 16:34:10.670808,2023-04-20 16:34:10.670808,10000.0,Base,2.0L I4,169
Audi,Q7,31619,Automatic,2022,Front,,2022-12-26 16:34:10.670820,,97736.52,Advanced,3.0L V6 Turbo,335
Mercedes-Benz,S-Class,144961,Automatic,2000,,,2022-03-31 16:34:10.670831,2022-05-20 16:34:10.670831,15810.22,Luxe,3.0L I6 Turbo,429
Mercedes-Benz,S-Class,72513,Automatic,1986,,,2024-08-24 16:34:10.670844,,16754.14,Luxe,3.0L I6 Turbo,429
Mercedes-Benz,GLA,126147,Automatic,2014,Rear,Roof,2022-10-22 16:34:10.670858,,10000.0,Full,2.0L I4 Turbo,221
Mercedes-Benz,S-Class,136488,Automatic,2020,,,2024-04-22 16:34:10.670868,,45418.26,Luxe,3.0L I6 Turbo,429
Toyota,Corolla,93081,Automatic,1999,,,2022-03-05 16:34:10.670880,2022-03-14 16:34:10.670880,10000.0,Luxe,1.8L I4,139
Mercedes-Benz,C-Class,164420,Automatic,2023,,,2024-05-22 16:34:10.670892,,49720.56,Full,2.0L I4 Turbo,255
Mercedes-Benz,E-Class,174797,Automatic,2003,,,2024-08-23 16:34:10.670904,2024-10-14 16:34:10.670904,10000.0,Luxe,2.0L I4 Turbo,255
Mercedes-Benz,GLC,194260,Automatic,2019,Roof,,2023-06-08 16:34:10.670916,,10000.0,Base,2.0L I4 Turbo,255
Toyota,Corolla,114446,Automatic,1995,,,2022-07-28 16:34:10.670927,,10000.0,Base,2.0L I4,169
Toyota,Tacoma,94569,Automatic,2013,Side,,2022-12-13 16:34:10.670938,2022-12-20 16:34:10.670938,10000.0,Base,3.5L V6,278
Mercedes-Benz,E-Class,90265,Automatic,1998,,,2022-02-24 16:34:10.670950,,10000.0,Base,2.0L I4 Turbo,255
Mercedes-Benz,GLA,138446,Automatic,2023,Front,,2024-05-17 16:34:10.670962,,41966.96,Full,2.0L I4 Turbo,221
Mercedes-Benz,S-Class,52162,Manual,2008,Roof,,2023-06-18 16:34:10.670973,,13824.96,Luxe,3.0L I6 Turbo,429
Mercedes-Benz,GLA,153932,Automatic,2016,,,2023-06-06 16:34:10.670984,2023-07-18 16:34:10.670984,10000.0,Luxe,2.0L I4 Turbo,221
Toyota,Tacoma,94159,Automatic,2021,Front,,2022-07-15 16:34:10.670997,,22697.7,Advanced,2.7L I4,159
Audi,A8,14218,Automatic,2019,Front,,2024-03-24 16:34:10.671008,2024-03-27 16:34:10.671008,30623.58,Base,4.0L V8,563
Audi,A8,138821,Automatic,2007,,,2023-03-01 16:34:10.671022,,26192.19,Luxe,4.0L V8,563
Mercedes-Benz,GLC,62733,Manual,2017,,,2023-04-08 16:34:10.671033,2023-06-04 16:34:10.671033,10000.0,Advanced,2.0L I4 Turbo,255
Audi,Q5,129133,Automatic,2018,,,2023-01-28 16:34:10.671046,2023-03-23 16:34:10.671046,15000.0,Advanced,3.0L V6,349
Toyota,Highlander,97932,Automatic,2020,,,2022-06-14 16:34:10.671058,2022-06-24 16:34:10.671058,23041.16,Full,2.5L I4 Hybrid,243
Mercedes-Benz,GLC,131604,Automatic,2022,Rear,,2023-04-13 16:34:10.671087,2023-05-03 16:34:10.671087,36018.9,Base,2.0L I4 Turbo,255
Mercedes-Benz,S-Class,105509,Manual,1980,,,2024-02-16 16:34:10.671102,2024-03-19 16:34:10.671102,15921.76,Luxe,4.0L V8,496
Audi,A6,171542,Automatic,2020,,,2023-01-20 16:34:10.671115,2023-01-26 16:34:10.671115,37916.04,Advanced,3.0L V6 Turbo,335
