Car_make,Model,Mileage,Transmission,Year,Website_post_date,Sell_date,Options,Horsepower,Color,Damage,Body_style,Fuel_type,Num_of_prev_owners,Estimated_price
Audi,Q7,42022,Automatic,2011,19.09.23,,Base,335,silver,Medium,Van,Plug-in Hybrid,2,86064
Mercedes-Benz,GLC,131406,Automatic,2017,13.12.22,,Advanced,255,white,None,Sedan,Plug-in Hybrid,1,93970
Chevrolet,Silverado,20258,Automatic,2012,30.06.23,,Full,355,black,Total,Van,Diesel,5,104723
Ford,Mustang,128974,Automatic,2000,24.09.23,,Full,450,blue,Medium,SUV,Plug-in Hybrid,1,23444
Ford,F-150,13872,Automatic,2000,03.04.23,,Advanced,400,beige,Low,Wagon,Hybrid,1,100887
BMW,3 Series,41130,Automatic,2022,27.12.22,,Luxe,255,silver,None,Wagon,Diesel,4,60056
Ford,F-150,83275,Automatic,2010,04.01.23,,Luxe,400,blue,Total,Van,Diesel,5,34399
BMW,X5,88189,Automatic,2004,27.03.23,,Luxe,335,black,Medium,Coupe,Hybrid,2,45504
Ford,Mustang,51771,Automatic,2007,05.11.23,,Base,300,blue,Total,Van,Electric,4,85046
Mercedes-Benz,S-Class,106604,Automatic,2005,29.06.23,,Luxe,362,white,Low,Sedan,Gasoline,5,114033
Audi,Q7,108729,Automatic,2000,05.12.22,,Base,335,white,Total,Truck,Plug-in Hybrid,4,80727
Mercedes-Benz,E-Class,143944,Automatic,2009,03.05.23,,Advanced,255,beige,Medium,Wagon,Diesel,3,80210
BMW,5 Series,79902,Automatic,2002,23.02.23,,Luxe,335,silver,Total,Coupe,Hybrid,1,23058
Audi,Q5,109856,Automatic,2007,31.12.22,,Base,349,blue,Medium,Van,Diesel,2,51505
Chevrolet,Impala,11314,Automatic,2023,10.06.23,,Advanced,305,white,Medium,Convertible,Diesel,4,73529
Audi,Q5,58937,Automatic,2011,22.08.23,,Base,261,silver,Low,Wagon,Diesel,1,90731
Ford,Mustang,69930,Automatic,2019,13.08.23,,Advanced,450,white,None,Truck,Diesel,1,47802
Chevrolet,Equinox,125045,Automatic,2002,20.05.23,,Luxe,170,blue,Low,SUV,Diesel,3,63394
Audi,Q7,51604,Automatic,2016,29.06.23,,Luxe,335,white,Medium,Coupe,Diesel,4,116904
Mercedes-Benz,S-Class,152950,Automatic,2016,07.02.23,,Full,463,beige,Medium,Sedan,Gasoline,1,102437
BMW,X5,76314,Automatic,2011,22.06.23,,Luxe,456,black,Low,Wagon,Diesel,3,51242
Mercedes-Benz,C-Class,88857,Automatic,2014,06.03.23,,Base,255,silver,None,Truck,Gasoline,1,105934
Ford,Fusion,123062,Automatic,2011,04.07.23,,Base,325,white,Low,Van,Gasoline,2,8313
Audi,A6,129398,Automatic,2019,18.12.22,,Luxe,335,blue,Total,Coupe,Diesel,1,18742
Chevrolet,Impala,121983,Automatic,2004,03.12.22,,Base,305,silver,Low,Van,Diesel,4,53203
Toyota,RAV4,89814,Automatic,2017,03.04.23,,Advanced,203,silver,Medium,SUV,Gasoline,1,70560
Toyota,Corolla,121696,Automatic,2010,30.12.22,,Luxe,169,blue,Low,Van,Electric,4,102504
Mercedes-Benz,E-Class,71672,Automatic,2004,30.08.23,,Advanced,255,red,None,Convertible,Electric,3,70445
Chevrolet,Equinox,36141,Automatic,2000,30.05.23,,Advanced,252,black,Medium,SUV,Electric,5,98945
Chevrolet,Malibu,128625,Automatic,2000,04.05.23,,Base,182,white,Low,Coupe,Gasoline,2,35297
Chevrolet,Malibu,110006,Automatic,2012,30.08.23,,Base,182,white,Medium,SUV,Diesel,2,40444
Mercedes-Benz,GLC,137933,Automatic,2008,13.07.23,,Full,362,red,Low,Van,Plug-in Hybrid,4,46602
Audi,Q5,30017,Automatic,2017,09.07.23,,Full,349,black,None,Coupe,Gasoline,4,88035
BMW,X5,151086,Automatic,2021,01.12.22,,Full,456,silver,Medium,Coupe,Electric,4,54568
Toyota,RAV4,136700,Automatic,2016,03.01.23,,Base,203,white,Medium,Wagon,Gasoline,4,79550
Mercedes-Benz,C-Class,169674,Automatic,2023,29.01.23,,Base,385,silver,Medium,Hatchback,Hybrid,1,109009
Toyota,RAV4,133807,Automatic,2010,03.03.23,,Base,219,white,Low,SUV,Plug-in Hybrid,1,113790
Chevrolet,Silverado,49840,Automatic,2015,07.02.23,,Full,355,beige,Total,SUV,Plug-in Hybrid,3,91523
Chevrolet,Impala,13784,Manual,2019,16.03.23,,Base,305,silver,None,Coupe,Electric,3,90816
BMW,5 Series,148209,Automatic,2013,15.02.23,,Full,248,white,Total,Van,Gasoline,1,30617
Mercedes-Benz,E-Class,134239,Automatic,2001,11.04.23,,Advanced,255,blue,Total,Wagon,Plug-in Hybrid,2,110780
Ford,Mustang,20433,Automatic,2004,23.07.23,,Full,300,white,Total,Truck,Electric,5,95413
Audi,Q7,122721,Automatic,2013,15.02.23,,Luxe,335,beige,None,Coupe,Diesel,5,64916
Audi,Q5,114635,Automatic,2014,16.09.23,,Luxe,349,silver,Medium,Truck,Diesel,3,6891
Chevrolet,Impala,176964,Automatic,2003,30.12.22,,Base,305,red,None,Wagon,Plug-in Hybrid,5,11099
Toyota,Corolla,46626,Automatic,2011,01.04.23,,Full,139,blue,None,Truck,Gasoline,5,86932
BMW,5 Series,15681,Automatic,2005,10.10.23,,Base,335,silver,None,Convertible,Diesel,4,42588
Toyota,Corolla,194363,Automatic,2019,14.11.23,,Base,169,white,None,Coupe,Diesel,2,55612
Toyota,Camry,179324,Automatic,2010,13.05.23,,Full,203,red,Low,Coupe,Electric,5,85856
Mercedes-Benz,GLC,18319,Automatic,2005,22.10.23,,Base,255,beige,Total,Van,Gasoline,4,110078
Toyota,RAV4,186751,Automatic,2001,10.04.23,,Base,203,white,Total,Coupe,Plug-in Hybrid,2,114911
Toyota,Prius,131862,Automatic,2020,18.07.23,,Full,121,blue,None,Wagon,Plug-in Hybrid,5,52992
Ford,F-150,46001,Automatic,2021,18.10.23,,Luxe,400,white,Low,Coupe,Hybrid,5,26068
Toyota,Corolla,10226,Automatic,2005,04.07.23,,Base,139,silver,None,Coupe,Electric,3,77841
Audi,A6,188392,Automatic,2015,24.01.23,,Full,335,silver,Low,Hatchback,Diesel,3,37406
BMW,X5,109487,Automatic,2013,08.09.23,,Full,335,red,None,Coupe,Gasoline,4,29993
Chevrolet,Equinox,171405,Automatic,2005,08.02.23,,Advanced,170,beige,None,SUV,Electric,2,116623
Audi,Q7,82000,Automatic,2011,15.02.23,,Advanced,335,black,Medium,Convertible,Plug-in Hybrid,1,79951
Audi,A6,187169,Automatic,2016,30.03.23,,Advanced,248,white,Low,Coupe,Electric,3,45984
Ford,Mustang,135235,Automatic,2003,15.04.23,,Full,450,blue,Total,SUV,Electric,3,87333
Mercedes-Benz,S-Class,46715,Automatic,2012,10.06.23,,Base,463,silver,None,Convertible,Electric,3,114868
BMW,3 Series,125708,Automatic,2008,26.06.23,,Luxe,255,silver,Total,Convertible,Electric,3,15735
BMW,3 Series,133200,Automatic,2018,19.10.23,,Advanced,255,red,Low,Truck,Hybrid,5,80733
Chevrolet,Malibu,37659,Automatic,2006,24.12.22,,Base,250,white,Low,Truck,Gasoline,1,5445
BMW,3 Series,50972,Automatic,2009,18.03.23,,Base,382,blue,None,Sedan,Diesel,2,43313
BMW,5 Series,181812,Automatic,2016,25.09.23,,Luxe,335,blue,Medium,Truck,Hybrid,2,49517
Mercedes-Benz,C-Class,79926,Automatic,2010,03.09.23,,Advanced,255,red,None,Coupe,Plug-in Hybrid,4,8487
BMW,3 Series,119237,Automatic,2009,23.09.23,,Base,255,beige,Low,Van,Electric,5,13151
Audi,A6,110061,Automatic,2008,18.11.22,,Advanced,335,silver,Medium,Coupe,Gasoline,5,109032
Ford,Mustang,41219,Automatic,2021,03.09.23,,Luxe,450,beige,Low,Convertible,Electric,3,86914
Ford,F-150,61125,Automatic,2001,14.04.23,,Base,400,red,Medium,Van,Hybrid,2,115438
Mercedes-Benz,E-Class,151344,Automatic,2017,28.06.23,,Advanced,255,blue,None,Van,Gasoline,3,68938
BMW,3 Series,51371,Automatic,2014,19.01.23,,Luxe,255,beige,Low,Convertible,Hybrid,5,67472
BMW,5 Series,15461,Automatic,2010,28.07.23,,Full,248,blue,None,Hatchback,Electric,2,77525
Ford,Fusion,61983,Automatic,2004,14.07.23,,Base,188,white,Total,Coupe,Electric,3,27628
Toyota,RAV4,95825,Automatic,2014,03.06.23,,Advanced,203,white,Low,Truck,Gasoline,5,36460
Chevrolet,Equinox,13210,Automatic,2022,21.02.23,,Luxe,170,beige,Medium,SUV,Plug-in Hybrid,4,66920
Audi,Q5,193479,Automatic,2018,28.08.23,,Base,349,red,Total,Hatchback,Diesel,3,12644
BMW,X3,107628,Automatic,2008,24.04.23,,Advanced,248,beige,Total,Convertible,Diesel,5,5012
Audi,Q7,63181,Automatic,2011,24.07.23,,Advanced,335,silver,None,Sedan,Electric,5,113297
Chevrolet,Malibu,94706,Automatic,2001,06.06.23,,Advanced,182,beige,Total,Convertible,Electric,5,113307
Toyota,Camry,154998,Automatic,2002,17.11.22,,Full,203,silver,Medium,Coupe,Hybrid,4,19513
Toyota,Prius,46407,Automatic,2010,13.04.23,,Advanced,121,blue,Low,Truck,Gasoline,3,41277
Toyota,RAV4,40512,Automatic,2000,09.03.23,,Base,219,blue,Total,Wagon,Gasoline,5,84068
Chevrolet,Silverado,146475,Automatic,2011,19.09.23,,Full,355,beige,Total,Sedan,Hybrid,4,17129
Ford,Explorer,131677,Automatic,2022,12.06.23,,Advanced,290,beige,Total,Coupe,Electric,3,43214
Chevrolet,Equinox,138135,Automatic,2013,16.04.23,,Base,170,beige,Medium,Hatchback,Diesel,2,67817
Audi,A6,10084,Automatic,2012,28.05.23,,Luxe,248,white,None,Wagon,Hybrid,3,55553
Ford,F-150,146929,Automatic,2015,18.06.23,,Full,400,black,Low,Hatchback,Diesel,1,27398
Audi,A6,48288,Automatic,2010,28.02.23,,Advanced,335,beige,None,Van,Plug-in Hybrid,3,22007
Ford,Mustang,114948,Automatic,2008,16.06.23,,Full,300,black,Low,Hatchback,Diesel,1,35088
Ford,Explorer,16055,Automatic,2017,22.01.23,,Base,300,white,Total,SUV,Electric,1,7557
Chevrolet,Impala,98499,Automatic,2007,29.09.23,,Luxe,305,beige,None,Coupe,Hybrid,5,32473
Toyota,Prius,20955,Automatic,2003,11.12.22,,Full,121,red,None,Wagon,Plug-in Hybrid,1,31494
Mercedes-Benz,E-Class,15198,Automatic,2014,11.09.23,,Luxe,255,silver,Medium,SUV,Hybrid,5,29395
Toyota,Camry,12095,Automatic,2018,07.02.23,,Base,208,red,Low,Sedan,Gasoline,4,106010
Mercedes-Benz,C-Class,74156,Automatic,2015,02.05.23,,Base,255,red,Total,Sedan,Electric,3,32700
BMW,X5,144609,Automatic,2018,27.04.23,,Base,456,white,Total,Convertible,Electric,5,35918
Toyota,Prius,79847,Automatic,2005,25.06.23,,Full,121,silver,Medium,Coupe,Plug-in Hybrid,4,37113
Ford,F-150,141088,Automatic,2020,06.08.23,,Base,400,black,Medium,Coupe,Plug-in Hybrid,2,40418
Toyota,Corolla,136264,Automatic,2000,27.01.23,,Advanced,169,silver,Low,Wagon,Hybrid,2,118262
Mercedes-Benz,S-Class,133257,Automatic,2005,25.05.23,,Full,463,silver,Low,Wagon,Plug-in Hybrid,1,63782
Mercedes-Benz,GLC,152990,Automatic,2020,05.10.23,,Full,362,blue,None,Hatchback,Hybrid,3,98319
Toyota,Prius,122092,Automatic,2020,25.08.23,,Base,121,blue,Low,Coupe,Hybrid,2,67712
Toyota,Camry,47769,Automatic,2003,15.01.23,,Base,208,beige,Medium,Coupe,Gasoline,1,58594
Toyota,Prius,52405,Automatic,2019,25.12.22,,Advanced,121,red,None,Wagon,Electric,1,34055
Chevrolet,Equinox,138229,Automatic,2021,27.12.22,,Full,170,black,Medium,Wagon,Hybrid,3,117663
Audi,Q7,45393,Automatic,2017,01.07.23,,Advanced,335,black,None,SUV,Diesel,1,17448
Audi,Q7,189548,Automatic,2003,15.02.23,,Full,335,blue,Medium,Wagon,Hybrid,2,12334
Chevrolet,Silverado,186955,Automatic,2013,24.01.23,,Base,285,beige,Low,Truck,Diesel,1,20116
Ford,Mustang,168333,Automatic,2008,07.01.23,,Luxe,300,beige,Total,SUV,Electric,4,58561
Ford,Mustang,193255,Automatic,2010,10.12.22,,Base,450,silver,Medium,SUV,Plug-in Hybrid,2,21696
Chevrolet,Equinox,108743,Automatic,2018,08.05.23,,Full,252,black,Medium,Convertible,Plug-in Hybrid,5,72776
Audi,Q5,14934,Automatic,2007,14.05.23,,Advanced,349,black,Total,Coupe,Plug-in Hybrid,3,52217
Ford,Explorer,34623,Automatic,2000,25.11.22,,Full,300,beige,Medium,Van,Gasoline,4,78947
Chevrolet,Malibu,186322,Automatic,2005,30.11.22,,Full,250,blue,Total,Van,Plug-in Hybrid,2,62431
Toyota,Camry,44839,Automatic,2017,29.03.23,,Advanced,203,white,Medium,Coupe,Electric,3,15061
BMW,X5,83402,Automatic,2013,25.11.22,,Advanced,456,red,None,Hatchback,Electric,3,28254
BMW,X5,129588,Automatic,2010,15.05.23,,Full,335,white,None,Coupe,Electric,4,117534
BMW,3 Series,163938,Automatic,2018,29.05.23,,Advanced,382,black,Medium,Coupe,Diesel,3,18912
Audi,Q5,89656,Automatic,2007,10.11.23,,Luxe,261,beige,None,Hatchback,Diesel,2,48938
Mercedes-Benz,GLC,125663,Automatic,2006,13.09.23,,Base,362,black,Medium,Coupe,Plug-in Hybrid,5,29902
Chevrolet,Malibu,193988,Automatic,2009,18.11.22,,Base,250,blue,Total,SUV,Diesel,4,42059
Toyota,RAV4,149046,Automatic,2013,14.02.23,,Base,203,red,None,Convertible,Hybrid,2,41082
Chevrolet,Malibu,38498,Automatic,2019,21.05.23,,Luxe,250,beige,Low,Wagon,Plug-in Hybrid,5,48191
Toyota,RAV4,37347,Automatic,2002,26.04.23,,Full,219,beige,Medium,Hatchback,Hybrid,4,109068
Chevrolet,Impala,18440,Automatic,2010,19.02.23,,Advanced,305,silver,Low,Hatchback,Hybrid,3,95215
BMW,X5,54742,Manual,2013,30.04.23,,Full,456,black,Total,Wagon,Hybrid,3,90992
Chevrolet,Silverado,142058,Automatic,2015,21.11.22,,Luxe,355,beige,Total,Convertible,Plug-in Hybrid,4,104319
BMW,3 Series,46230,Automatic,2000,07.09.23,,Full,382,silver,Medium,Sedan,Gasoline,2,105794
Ford,Mustang,105391,Automatic,2009,13.09.23,,Full,300,white,Total,Hatchback,Plug-in Hybrid,5,17193
Toyota,Prius,54090,Automatic,2019,18.09.23,,Base,121,white,None,Convertible,Gasoline,1,59233
BMW,5 Series,116453,Automatic,2019,12.10.23,,Advanced,335,beige,Low,Truck,Electric,1,79716
Audi,Q7,35948,Automatic,2013,07.10.23,,Full,335,red,None,Wagon,Gasoline,3,115717
BMW,X5,63927,Automatic,2015,07.12.22,,Base,335,red,Low,Coupe,Hybrid,3,10806
Ford,Mustang,156826,Automatic,2003,04.12.22,,Base,300,silver,Total,Van,Electric,4,91461
Audi,Q7,37523,Automatic,2017,19.09.23,,Full,335,white,Total,Sedan,Hybrid,2,15863
BMW,X5,132763,Automatic,2022,07.03.23,,Advanced,335,black,Low,SUV,Plug-in Hybrid,1,113982
BMW,3 Series,129473,Automatic,2019,07.04.23,,Luxe,255,beige,Medium,Wagon,Diesel,5,71567
Chevrolet,Equinox,71238,Automatic,2006,28.04.23,,Luxe,170,red,Low,Convertible,Electric,2,113396
Audi,A4,140229,Automatic,2004,06.10.23,,Base,261,white,None,Sedan,Plug-in Hybrid,4,28508
Ford,Mustang,120038,Automatic,2014,03.10.23,,Base,300,beige,None,Wagon,Plug-in Hybrid,5,45944
BMW,X3,106286,Automatic,2013,15.08.23,,Base,382,silver,Low,Convertible,Diesel,5,19181
BMW,3 Series,32464,Automatic,2013,15.04.23,,Base,255,silver,Low,Hatchback,Hybrid,5,85708
Toyota,RAV4,196418,Automatic,2021,24.11.22,,Luxe,203,red,Total,SUV,Electric,4,37915
Toyota,Camry,10143,Automatic,2018,14.06.23,,Base,208,black,Medium,Coupe,Diesel,5,82988
Toyota,RAV4,96079,Automatic,2022,17.09.23,,Base,203,beige,None,Wagon,Hybrid,4,23078
Toyota,Prius,129951,Automatic,2013,05.10.23,,Full,121,beige,Low,Hatchback,Gasoline,1,104211
Toyota,Camry,187893,Automatic,2020,20.12.22,,Luxe,208,white,Low,Coupe,Diesel,5,6485
Audi,A6,92773,Automatic,2016,02.10.23,,Base,248,silver,Total,Sedan,Diesel,1,116195
Ford,Fusion,167768,Automatic,2012,30.03.23,,Advanced,325,white,Medium,SUV,Electric,4,8811
Chevrolet,Silverado,160697,Automatic,2009,17.04.23,,Advanced,355,red,Low,Sedan,Gasoline,2,83924
Toyota,Corolla,131219,Automatic,2004,12.02.23,,Luxe,139,white,Medium,Truck,Electric,1,51064
Audi,A6,31420,Automatic,2006,17.01.23,,Full,335,white,Medium,Convertible,Electric,5,75537
BMW,X3,176299,Automatic,2000,29.03.23,,Full,248,black,None,Sedan,Electric,1,68612
Toyota,Camry,147759,Automatic,2000,11.08.23,,Full,301,white,Medium,Convertible,Diesel,2,111890
BMW,X3,142725,Automatic,2022,17.10.23,,Advanced,248,red,Total,Truck,Electric,3,71113
Toyota,Prius,122279,Automatic,2008,31.08.23,,Base,121,red,Medium,Truck,Plug-in Hybrid,3,69804
Audi,Q5,60646,Automatic,2010,26.11.22,,Base,349,silver,Total,Convertible,Electric,1,53104
Ford,Fusion,194874,Automatic,2006,14.05.23,,Advanced,188,black,None,Truck,Diesel,4,85806
Chevrolet,Equinox,138195,Automatic,2000,03.12.22,,Base,252,red,Low,Van,Plug-in Hybrid,5,35693
Ford,Explorer,46920,Automatic,2023,31.07.23,,Advanced,300,blue,None,Coupe,Plug-in Hybrid,1,38512
Ford,F-150,175939,Automatic,2010,12.01.23,,Luxe,400,blue,None,Sedan,Gasoline,3,12703
Audi,A4,126998,Manual,2006,03.11.23,,Base,261,black,Medium,Wagon,Plug-in Hybrid,3,32255
Mercedes-Benz,S-Class,148306,Automatic,2018,18.12.22,,Full,463,black,Total,Coupe,Electric,2,50140
Toyota,Prius,145983,Automatic,2007,18.05.23,,Luxe,121,silver,Medium,Sedan,Hybrid,3,94102
Mercedes-Benz,GLC,104896,Automatic,2019,01.12.22,,Full,362,black,Medium,Wagon,Hybrid,3,75875
Ford,Mustang,123385,Automatic,2009,22.02.23,,Advanced,450,beige,Total,Truck,Diesel,1,21524
Mercedes-Benz,E-Class,42801,Automatic,2001,25.03.23,,Full,362,red,Low,Wagon,Electric,3,93943
Toyota,Camry,197914,Automatic,2002,18.11.22,,Luxe,301,beige,Medium,Coupe,Plug-in Hybrid,3,115221
BMW,3 Series,41997,Automatic,2009,07.02.23,,Advanced,255,blue,Low,Sedan,Hybrid,2,18018
Audi,A6,135571,Automatic,2011,30.01.23,,Full,248,blue,None,Wagon,Hybrid,5,56433
Chevrolet,Silverado,106006,Automatic,2003,29.06.23,,Advanced,285,beige,None,Van,Hybrid,3,103020
Audi,Q7,55644,Automatic,2019,13.05.23,,Base,335,white,None,Truck,Hybrid,4,92026
Audi,Q5,74316,Automatic,2012,18.03.23,,Base,349,black,Low,Convertible,Plug-in Hybrid,5,51496
Audi,Q5,159286,Automatic,2000,03.07.23,,Base,349,beige,Low,Wagon,Electric,5,25960
Mercedes-Benz,S-Class,35347,Automatic,2017,07.04.23,,Luxe,362,white,Low,Truck,Electric,1,35854
Mercedes-Benz,GLC,189235,Automatic,2007,06.11.23,,Advanced,362,blue,Low,Wagon,Diesel,5,66424
Ford,F-150,186839,Automatic,2014,21.01.23,,Advanced,400,silver,Total,Convertible,Electric,4,19877
Mercedes-Benz,GLC,51530,Manual,2008,29.03.23,,Advanced,255,blue,Total,Convertible,Gasoline,5,16593
Toyota,RAV4,58167,Automatic,2004,24.02.23,,Advanced,203,beige,Medium,SUV,Hybrid,5,13576
Audi,A4,112056,Automatic,2020,16.10.23,,Luxe,261,red,Low,Wagon,Electric,1,29690
Ford,Fusion,41835,Automatic,2006,07.08.23,,Full,325,red,Low,Van,Gasoline,2,21163
BMW,X5,29301,Automatic,2000,14.04.23,,Luxe,335,white,Medium,Wagon,Plug-in Hybrid,1,105013
Chevrolet,Equinox,144402,Automatic,2006,08.08.23,,Full,252,blue,None,SUV,Gasoline,1,51274
Toyota,Corolla,39967,Automatic,2019,07.07.23,,Advanced,139,white,Medium,Truck,Electric,5,76049
Mercedes-Benz,C-Class,106536,Automatic,2014,19.02.23,,Advanced,255,black,Medium,Coupe,Electric,5,20692
Toyota,Corolla,32902,Automatic,2009,24.07.23,,Advanced,139,white,Total,Wagon,Plug-in Hybrid,5,114941
Ford,Fusion,93426,Automatic,2000,23.10.23,,Full,188,beige,Medium,Truck,Gasoline,4,86522
Audi,A4,37220,Automatic,2015,21.10.23,,Advanced,261,red,None,Coupe,Plug-in Hybrid,1,41271
Audi,A4,50920,Automatic,2000,23.05.23,,Base,261,white,None,Wagon,Plug-in Hybrid,2,110275
Ford,Explorer,174685,Automatic,2011,11.06.23,,Luxe,300,blue,Low,Convertible,Gasoline,5,110649
BMW,X5,161625,Automatic,2008,26.11.22,,Full,335,silver,None,Convertible,Hybrid,4,15149
Ford,Explorer,147722,Automatic,2020,22.11.22,,Advanced,290,white,Low,Convertible,Gasoline,2,41641
Ford,Fusion,157813,Automatic,2009,30.07.23,,Advanced,325,white,Low,Sedan,Gasoline,1,50037
BMW,5 Series,193687,Automatic,2021,14.01.23,,Full,335,blue,Low,Coupe,Gasoline,2,71910
Mercedes-Benz,S-Class,112480,Automatic,2005,05.03.23,,Advanced,463,beige,Low,Sedan,Diesel,2,40745
BMW,X3,10029,Automatic,2014,31.05.23,,Base,248,red,Medium,Coupe,Electric,5,107782
Audi,Q7,196498,Automatic,2011,14.10.23,,Base,335,silver,Low,Coupe,Gasoline,2,35064
Mercedes-Benz,S-Class,115373,Automatic,2023,06.11.23,,Base,463,red,Total,Coupe,Electric,3,115631
Toyota,RAV4,14284,Automatic,2019,14.09.23,,Luxe,219,black,Low,Hatchback,Electric,3,69495
Audi,A4,118976,Automatic,2008,25.01.23,,Advanced,261,red,Medium,Van,Plug-in Hybrid,2,32980
Mercedes-Benz,E-Class,117893,Automatic,2013,12.11.23,,Luxe,255,silver,None,SUV,Diesel,5,111953
Chevrolet,Malibu,10557,Automatic,2020,30.01.23,,Base,250,red,None,Truck,Plug-in Hybrid,3,24974
BMW,5 Series,125821,Automatic,2016,06.07.23,,Base,248,silver,Medium,Hatchback,Hybrid,2,77544
Chevrolet,Silverado,155551,Automatic,2004,19.02.23,,Full,285,silver,Total,Van,Diesel,3,44088
Mercedes-Benz,S-Class,39021,Automatic,2009,25.07.23,,Base,463,red,Medium,Van,Gasoline,5,28114
BMW,5 Series,73248,Automatic,2015,18.06.23,,Luxe,335,red,Medium,Coupe,Hybrid,3,54185
Chevrolet,Silverado,194841,Automatic,2011,01.05.23,,Full,285,beige,Total,Coupe,Electric,4,57805
Ford,Fusion,85498,Automatic,2008,06.09.23,,Luxe,325,silver,Low,Sedan,Diesel,4,62831
BMW,5 Series,12623,Automatic,2009,04.05.23,,Full,335,black,Medium,Van,Diesel,1,4914
Ford,Fusion,75868,Automatic,2022,15.11.22,,Full,188,red,Medium,Sedan,Gasoline,5,38671
Toyota,RAV4,40056,Automatic,2002,10.03.23,,Advanced,219,black,None,Coupe,Gasoline,4,83380
Ford,Mustang,187197,Automatic,2021,14.06.23,,Advanced,300,beige,None,Truck,Gasoline,1,80430
Toyota,Corolla,151062,Automatic,2005,18.10.23,,Advanced,169,red,Low,Convertible,Diesel,3,64919
Audi,A4,122738,Automatic,2012,25.07.23,,Advanced,261,blue,None,Convertible,Hybrid,1,75999
Toyota,Camry,115185,Automatic,2012,28.07.23,,Full,301,blue,Medium,Sedan,Plug-in Hybrid,1,114039
Ford,Mustang,135039,Automatic,2016,25.04.23,,Base,450,beige,None,Convertible,Plug-in Hybrid,1,7209
BMW,3 Series,165300,Automatic,2016,06.08.23,,Full,255,red,None,Sedan,Hybrid,1,74914
Mercedes-Benz,E-Class,78561,Automatic,2013,25.10.23,,Base,255,white,Medium,Convertible,Plug-in Hybrid,3,44645
Audi,Q5,105264,Automatic,2003,03.10.23,,Full,261,blue,Total,Wagon,Plug-in Hybrid,4,8535
Chevrolet,Silverado,45428,Automatic,2001,09.10.23,,Full,285,beige,Low,Truck,Hybrid,5,31494
Toyota,Camry,56678,Automatic,2006,03.06.23,,Base,208,blue,Medium,SUV,Gasoline,2,72982
Chevrolet,Equinox,128484,Automatic,2008,13.10.23,,Base,252,black,Total,Convertible,Plug-in Hybrid,3,44761
Audi,A4,21729,Automatic,2001,31.01.23,,Full,261,white,Medium,Van,Gasoline,5,35090
Audi,Q7,190258,Automatic,2007,15.09.23,,Base,335,beige,Medium,Convertible,Electric,4,10667
Ford,Fusion,29681,Automatic,2019,26.01.23,,Advanced,188,beige,Medium,Coupe,Plug-in Hybrid,3,71288
BMW,3 Series,88733,Automatic,2018,08.08.23,,Luxe,382,white,Medium,Van,Plug-in Hybrid,2,94397
Audi,A6,25395,Automatic,2003,07.07.23,,Base,335,blue,None,Sedan,Gasoline,4,80566
Chevrolet,Silverado,12168,Automatic,2020,25.01.23,,Luxe,355,red,Medium,Sedan,Plug-in Hybrid,3,46842
Toyota,Prius,158402,Automatic,2017,07.03.23,,Luxe,121,beige,Total,Truck,Gasoline,2,90542
Toyota,Prius,153362,Automatic,2017,25.09.23,,Base,121,white,Medium,Sedan,Plug-in Hybrid,1,82316
Chevrolet,Impala,191146,Automatic,2000,05.04.23,,Advanced,305,beige,None,Sedan,Electric,2,15330
Toyota,Corolla,19201,Automatic,2005,30.01.23,,Base,169,white,None,SUV,Plug-in Hybrid,1,83263
Audi,Q7,89724,Automatic,2003,18.05.23,,Advanced,335,white,None,SUV,Gasoline,1,80980
Mercedes-Benz,GLC,51430,Automatic,2006,23.06.23,,Full,362,beige,Low,Coupe,Hybrid,1,62604
Audi,Q7,53315,Automatic,2016,09.08.23,,Base,335,red,None,Coupe,Diesel,5,14453
Ford,Fusion,32282,Automatic,2001,26.02.23,,Full,325,silver,Total,Hatchback,Plug-in Hybrid,5,56616
Audi,Q7,88693,Automatic,2015,27.09.23,,Advanced,335,black,None,Convertible,Gasoline,5,9903
Ford,Mustang,139764,Automatic,2005,12.02.23,,Base,450,beige,Low,Truck,Hybrid,5,81744
Mercedes-Benz,C-Class,77368,Automatic,2020,18.02.23,,Full,385,silver,None,Sedan,Gasoline,1,37512
Audi,A6,93225,Automatic,2019,24.10.23,,Base,248,black,None,SUV,Hybrid,1,65149
Mercedes-Benz,E-Class,125982,Automatic,2023,10.04.23,,Luxe,362,black,Total,Coupe,Diesel,1,70182
Ford,Fusion,153021,Automatic,2006,13.09.23,,Full,188,silver,Total,Convertible,Hybrid,1,64118
Audi,A6,140638,Automatic,2023,13.03.23,,Advanced,335,red,Medium,Sedan,Plug-in Hybrid,5,23896
Chevrolet,Silverado,132805,Automatic,2001,22.10.23,,Advanced,285,beige,Total,Sedan,Hybrid,5,38945
BMW,3 Series,44356,Automatic,2021,26.08.23,,Luxe,255,silver,Medium,Sedan,Electric,1,74529
Toyota,RAV4,52174,Automatic,2011,15.10.23,,Luxe,219,beige,None,Hatchback,Electric,3,16263
BMW,5 Series,85726,Automatic,2008,14.12.22,,Advanced,335,red,None,Van,Gasoline,4,113833
Ford,Mustang,67196,Automatic,2004,24.11.22,,Luxe,300,silver,Total,SUV,Electric,2,39964
Mercedes-Benz,C-Class,51980,Automatic,2007,16.11.22,,Full,255,white,Total,Van,Diesel,3,109620
