Car_make,Model,Mileage,Transmission,Year,Website_post_date,Sell_date,Options,Horsepower,Color,Damage,Body_style,Fuel_type,Num_of_prev_owners,Estimated_price
Ford,Explorer,146304,Automatic,2021,26.02.23,,Full,290,silver,None,Van,Diesel,5,33941
Audi,A6,163519,Automatic,2001,06.04.23,,Luxe,335,white,Medium,Wagon,Plug-in Hybrid,4,31899
Mercedes-Benz,S-Class,28336,Automatic,2008,14.09.23,,Luxe,362,silver,None,SUV,Hybrid,4,100256
Toyota,Camry,141576,Manual,2007,01.10.23,,Full,208,red,Medium,Wagon,Plug-in Hybrid,4,107608
Toyota,Prius,162993,Automatic,2019,25.11.22,,Base,121,beige,Medium,Convertible,Diesel,1,67908
Mercedes-Benz,S-Class,170729,Automatic,2016,16.11.22,,Full,362,white,Medium,Convertible,Diesel,1,10038
BMW,3 Series,38355,Automatic,2005,20.01.23,,Base,382,white,Medium,Convertible,Hybrid,2,73379
Mercedes-Benz,S-Class,157389,Automatic,2011,24.01.23,,Base,362,silver,Total,Van,Hybrid,3,110190
Ford,Explorer,158236,Automatic,2012,16.09.23,,Advanced,290,beige,None,Wagon,Electric,3,19431
Toyota,Prius,57718,Automatic,2019,16.08.23,,Advanced,121,blue,Medium,Convertible,Hybrid,3,79783
Audi,A6,41048,Automatic,2020,17.04.23,,Full,248,red,Low,Hatchback,Diesel,3,78365
Mercedes-Benz,E-Class,155037,Automatic,2021,05.01.23,,Advanced,255,beige,Total,Convertible,Diesel,5,27598
Audi,Q7,130482,Automatic,2007,26.08.23,,Base,335,beige,None,Convertible,Diesel,3,53828
BMW,X5,110551,Automatic,2019,15.04.23,,Advanced,335,silver,None,Hatchback,Gasoline,2,6816
Ford,Explorer,140695,Automatic,2012,23.08.23,,Advanced,300,black,Medium,Van,Diesel,4,28268
BMW,X3,45588,Automatic,2007,01.01.23,,Advanced,248,white,Low,Sedan,Plug-in Hybrid,3,31661
Mercedes-Benz,C-Class,15478,Automatic,2014,28.06.23,,Full,255,silver,Low,Truck,Hybrid,5,32130
Ford,Explorer,123870,Automatic,2012,03.03.23,,Base,290,beige,Low,Van,Gasoline,5,94712
Chevrolet,Impala,152297,Automatic,2005,31.08.23,,Full,305,red,Total,Coupe,Diesel,4,46459
Mercedes-Benz,E-Class,169730,Automatic,2014,22.10.23,,Luxe,362,blue,Total,Wagon,Hybrid,2,93053
Ford,F-150,26418,Automatic,2022,27.02.23,,Advanced,400,blue,Low,SUV,Electric,4,71273
Mercedes-Benz,C-Class,197306,Automatic,2013,04.07.23,,Base,255,silver,Total,Truck,Diesel,1,6007
Toyota,Prius,45355,Automatic,2017,29.07.23,,Full,121,silver,Medium,Coupe,Diesel,1,55039
Mercedes-Benz,GLC,38459,Automatic,2015,16.12.22,,Advanced,362,blue,Low,Convertible,Plug-in Hybrid,5,102990
Audi,Q7,93077,Automatic,2005,07.03.23,,Advanced,335,blue,Medium,Convertible,Hybrid,4,26927
BMW,X3,95104,Automatic,2019,06.08.23,,Full,248,white,Medium,Sedan,Electric,2,35318
Toyota,RAV4,110422,Automatic,2006,07.04.23,,Full,203,red,Medium,Van,Plug-in Hybrid,4,45403
Ford,F-150,135736,Manual,2003,23.02.23,,Advanced,400,silver,Total,SUV,Electric,4,25247
Ford,Fusion,75676,Automatic,2017,18.08.23,,Base,325,silver,Total,Hatchback,Hybrid,3,113896
Chevrolet,Equinox,32207,Automatic,2017,12.10.23,,Base,252,beige,Total,Truck,Electric,4,41209
Chevrolet,Impala,88978,Automatic,2013,11.05.23,,Luxe,305,blue,Total,Wagon,Electric,4,100812
Mercedes-Benz,E-Class,147026,Automatic,2020,23.03.23,,Base,362,red,None,Sedan,Plug-in Hybrid,3,11333
Mercedes-Benz,C-Class,144902,Automatic,2010,07.03.23,,Advanced,385,silver,Total,Wagon,Gasoline,4,21493
Toyota,Prius,159917,Automatic,2015,16.04.23,,Advanced,121,silver,Low,Van,Plug-in Hybrid,2,66285
Toyota,Corolla,50761,Automatic,2003,07.10.23,,Luxe,139,blue,None,Wagon,Hybrid,3,14276
Chevrolet,Impala,46682,Automatic,2002,05.01.23,,Base,305,black,Low,Convertible,Electric,2,87570
Ford,Fusion,13989,Automatic,2004,11.05.23,,Luxe,325,silver,Low,Hatchback,Electric,5,108674
Audi,A4,26473,Automatic,2023,03.05.23,,Base,261,blue,None,SUV,Diesel,4,22895
Chevrolet,Equinox,133429,Automatic,2015,15.11.22,,Advanced,252,white,Low,SUV,Electric,1,95430
Audi,A4,29079,Automatic,2023,07.01.23,,Full,261,blue,Medium,Van,Hybrid,3,12751
Toyota,Camry,148532,Automatic,2003,30.01.23,,Luxe,203,black,None,Wagon,Hybrid,2,4292
Chevrolet,Impala,114168,Manual,2020,25.08.23,,Luxe,305,blue,Low,Coupe,Electric,2,20250
Ford,Mustang,126126,Automatic,2003,19.07.23,,Advanced,300,black,Low,SUV,Plug-in Hybrid,5,113638
BMW,X3,168951,Automatic,2017,09.05.23,,Full,248,red,None,Hatchback,Diesel,3,42018
BMW,X3,165075,Automatic,2016,12.03.23,,Luxe,382,blue,Medium,SUV,Gasoline,1,115137
Toyota,Prius,133174,Automatic,2017,28.06.23,,Full,121,silver,None,Convertible,Diesel,2,25806
Audi,A4,78681,Automatic,2019,27.01.23,,Advanced,261,silver,Medium,Wagon,Hybrid,2,40949
Ford,Mustang,84214,Manual,2000,09.10.23,,Advanced,450,red,None,Sedan,Gasoline,2,107836
BMW,X5,137148,Automatic,2020,03.07.23,,Luxe,335,white,Low,Wagon,Plug-in Hybrid,3,12575
Toyota,RAV4,75291,Automatic,2007,08.10.23,,Luxe,219,silver,Total,Wagon,Gasoline,4,76950
Audi,A4,148718,Automatic,2016,23.09.23,,Luxe,261,silver,Medium,Sedan,Hybrid,3,25155
Chevrolet,Silverado,25189,Automatic,2017,24.02.23,,Luxe,285,red,Low,Truck,Hybrid,5,67599
Toyota,Camry,43210,Automatic,2000,16.07.23,,Full,203,white,None,Convertible,Diesel,4,96368
Mercedes-Benz,E-Class,117833,Automatic,2020,01.09.23,,Luxe,255,blue,Low,SUV,Gasoline,5,68699
Audi,Q5,33335,Automatic,2015,24.09.23,,Luxe,261,red,Total,SUV,Plug-in Hybrid,4,13931
Audi,Q7,178075,Automatic,2015,31.12.22,,Luxe,335,beige,None,Van,Plug-in Hybrid,4,109878
Ford,Explorer,49686,Automatic,2015,10.01.23,,Base,300,silver,Medium,Truck,Electric,2,17245
Mercedes-Benz,S-Class,42974,Automatic,2007,29.04.23,,Full,362,red,Medium,Van,Hybrid,1,50351
Mercedes-Benz,E-Class,71365,Automatic,2017,18.07.23,,Full,362,red,Total,Convertible,Electric,4,107718
Audi,Q5,138588,Automatic,2004,03.08.23,,Full,261,beige,Medium,Hatchback,Plug-in Hybrid,1,51284
Ford,Fusion,127988,Automatic,2013,24.11.22,,Full,325,red,Medium,Sedan,Plug-in Hybrid,3,22733
Toyota,Corolla,179837,Automatic,2016,09.09.23,,Full,139,blue,Medium,Van,Hybrid,2,15431
Toyota,Camry,42411,Automatic,2018,08.05.23,,Advanced,208,blue,Low,Coupe,Gasoline,1,63812
Audi,Q7,85816,Automatic,2013,20.02.23,,Luxe,335,black,None,Coupe,Plug-in Hybrid,3,55334
Ford,F-150,163904,Automatic,2008,12.10.23,,Luxe,400,white,Low,Wagon,Electric,2,103493
Chevrolet,Impala,84813,Automatic,2009,15.02.23,,Advanced,305,black,Total,Convertible,Electric,4,39723
BMW,3 Series,93118,Automatic,2004,28.12.22,,Full,382,blue,Medium,Truck,Electric,5,8710
Toyota,Prius,135386,Automatic,2007,03.05.23,,Advanced,121,black,Medium,Wagon,Plug-in Hybrid,5,28314
Chevrolet,Malibu,164655,Automatic,2001,13.05.23,,Luxe,182,red,Low,Van,Electric,2,63341
Ford,Mustang,45840,Automatic,2008,25.07.23,,Base,300,beige,Medium,Sedan,Plug-in Hybrid,2,71739
Ford,Mustang,156139,Automatic,2013,29.08.23,,Luxe,300,silver,None,Hatchback,Plug-in Hybrid,4,117424
Chevrolet,Silverado,144993,Automatic,2000,15.03.23,,Luxe,355,blue,Low,Sedan,Hybrid,2,53965
Mercedes-Benz,C-Class,101631,Automatic,2003,10.09.23,,Luxe,385,blue,None,Sedan,Gasoline,2,41620
BMW,3 Series,36373,Automatic,2001,03.09.23,,Full,382,beige,None,Sedan,Hybrid,4,96100
Audi,Q5,146199,Automatic,2013,10.11.23,,Full,261,white,None,Truck,Hybrid,1,25256
Audi,A6,178151,Automatic,2004,20.11.22,,Advanced,248,red,Total,Wagon,Gasoline,2,39496
Audi,A6,195769,Automatic,2002,06.01.23,,Luxe,248,beige,Medium,SUV,Plug-in Hybrid,5,49901
Chevrolet,Impala,105545,Automatic,2000,26.12.22,,Luxe,305,silver,None,Wagon,Electric,1,104213
Toyota,Camry,171347,Automatic,2014,18.09.23,,Base,208,white,Total,Van,Hybrid,2,102515
BMW,X5,106307,Automatic,2000,07.06.23,,Luxe,456,silver,Low,Hatchback,Hybrid,2,36291
Toyota,RAV4,156321,Automatic,2007,14.02.23,,Advanced,219,beige,None,SUV,Electric,4,105807
Ford,F-150,99609,Automatic,2022,22.04.23,,Full,400,black,Medium,Wagon,Electric,3,114786
Chevrolet,Equinox,177492,Automatic,2019,12.01.23,,Luxe,252,blue,Medium,Wagon,Hybrid,2,35540
Ford,Mustang,24237,Automatic,2022,02.09.23,,Advanced,300,white,Low,Convertible,Plug-in Hybrid,3,66789
Audi,A6,25729,Automatic,2002,16.02.23,,Luxe,248,silver,Low,SUV,Electric,4,51708
Chevrolet,Silverado,120565,Automatic,2007,06.05.23,,Base,285,black,Total,Truck,Gasoline,4,26171
Toyota,Corolla,186525,Automatic,2003,02.08.23,,Full,169,silver,None,Sedan,Plug-in Hybrid,5,74679
Mercedes-Benz,GLC,32044,Automatic,2023,19.10.23,,Luxe,255,black,Medium,Van,Plug-in Hybrid,1,90160
BMW,X3,123497,Automatic,2016,17.03.23,,Luxe,382,black,Medium,Wagon,Hybrid,4,118937
Chevrolet,Impala,165673,Automatic,2022,27.08.23,,Base,305,red,Low,Convertible,Gasoline,2,96949
BMW,X5,20348,Automatic,2019,09.02.23,,Luxe,335,beige,Low,Hatchback,Hybrid,1,25814
Toyota,Camry,76809,Automatic,2019,14.03.23,,Luxe,203,beige,Medium,Van,Gasoline,4,90970
Mercedes-Benz,S-Class,59289,Automatic,2003,12.11.23,,Advanced,463,white,None,Wagon,Gasoline,2,41262
Mercedes-Benz,S-Class,71583,Automatic,2013,13.08.23,,Advanced,362,beige,Low,Truck,Electric,4,114230
Toyota,Camry,53565,Automatic,2020,15.12.22,,Full,301,blue,Medium,Sedan,Gasoline,1,22349
Ford,Explorer,74569,Automatic,2000,28.03.23,,Base,300,white,Total,Van,Electric,1,98816
BMW,X5,123589,Automatic,2000,12.03.23,,Base,335,beige,None,SUV,Plug-in Hybrid,5,14497
Toyota,RAV4,62532,Automatic,2015,01.06.23,,Advanced,219,blue,Total,Convertible,Hybrid,4,22721
Chevrolet,Equinox,62487,Automatic,2013,22.07.23,,Luxe,170,blue,Medium,Van,Gasoline,4,29004
Mercedes-Benz,GLC,45246,Automatic,2012,18.10.23,,Luxe,362,blue,Total,Truck,Plug-in Hybrid,4,81658
Audi,Q5,183840,Automatic,2014,06.06.23,,Advanced,261,red,None,Wagon,Plug-in Hybrid,3,46304
Toyota,Prius,173309,Automatic,2017,24.05.23,,Luxe,121,blue,Low,SUV,Electric,1,101125
Chevrolet,Silverado,26855,Automatic,2002,04.06.23,,Full,355,black,Low,SUV,Diesel,2,107166
Mercedes-Benz,GLC,37126,Automatic,2009,04.07.23,,Luxe,362,beige,Low,Coupe,Diesel,5,76732
Audi,A6,128006,Automatic,2016,22.01.23,,Base,248,white,Total,Truck,Plug-in Hybrid,4,36657
Chevrolet,Impala,106467,Automatic,2002,02.06.23,,Advanced,305,red,Total,Sedan,Plug-in Hybrid,5,118451
Ford,Mustang,23467,Automatic,2019,23.12.22,,Full,450,beige,Total,Convertible,Electric,4,34852
Audi,Q5,116488,Automatic,2016,06.04.23,,Full,261,blue,Total,Truck,Gasoline,1,25897
Ford,F-150,57183,Automatic,2009,05.10.23,,Advanced,400,black,None,Sedan,Diesel,2,36707
Toyota,RAV4,182524,Automatic,2004,11.10.23,,Base,219,beige,None,Van,Gasoline,2,33969
BMW,3 Series,197603,Automatic,2013,26.08.23,,Full,255,black,Medium,Van,Hybrid,2,46388
Mercedes-Benz,GLC,77699,Automatic,2014,05.10.23,,Advanced,255,silver,None,Van,Plug-in Hybrid,4,77175
Mercedes-Benz,E-Class,44843,Manual,2009,07.09.23,,Luxe,255,blue,Medium,Van,Gasoline,3,106932
BMW,X3,77170,Automatic,2005,18.10.23,,Luxe,382,silver,Medium,Sedan,Electric,5,7647
Toyota,Corolla,36426,Manual,2022,29.08.23,,Advanced,169,red,Total,Coupe,Diesel,3,7637
Ford,F-150,32143,Automatic,2022,14.07.23,,Base,400,beige,Low,Coupe,Hybrid,1,30421
Audi,Q5,195286,Automatic,2003,06.09.23,,Base,261,black,None,Hatchback,Electric,3,106777
Ford,Mustang,153225,Automatic,2019,12.10.23,,Full,300,red,Total,Coupe,Diesel,4,42914
Audi,A6,154658,Automatic,2015,10.10.23,,Luxe,335,blue,Total,Wagon,Gasoline,4,118390
Audi,A6,10550,Automatic,2004,08.05.23,,Full,335,red,Total,Truck,Electric,2,23509
Ford,Explorer,119221,Automatic,2023,12.06.23,,Full,300,black,Total,Wagon,Plug-in Hybrid,5,52499
Ford,Fusion,173864,Automatic,2016,22.08.23,,Full,325,red,Low,Truck,Plug-in Hybrid,2,68153
BMW,X5,84401,Automatic,2006,20.02.23,,Advanced,335,silver,Total,Van,Plug-in Hybrid,2,4310
Toyota,Corolla,145159,Automatic,2005,15.02.23,,Luxe,169,white,None,Coupe,Plug-in Hybrid,5,66441
Chevrolet,Impala,141629,Automatic,2004,03.10.23,,Advanced,305,silver,Medium,Wagon,Gasoline,2,95390
Chevrolet,Silverado,84929,Automatic,2022,30.04.23,,Full,355,beige,Total,Hatchback,Diesel,2,96609
Mercedes-Benz,S-Class,129170,Automatic,2009,06.08.23,,Base,362,black,None,Convertible,Diesel,5,80053
Chevrolet,Malibu,68031,Automatic,2017,01.11.23,,Luxe,250,silver,None,SUV,Electric,1,117843
Audi,A4,47262,Automatic,2005,09.02.23,,Advanced,261,silver,Total,Truck,Gasoline,5,48652
Audi,A6,151313,Automatic,2000,04.06.23,,Advanced,335,red,Medium,Hatchback,Plug-in Hybrid,4,84574
Audi,Q5,46753,Automatic,2002,08.09.23,,Base,261,red,Total,Coupe,Gasoline,2,110421
Mercedes-Benz,C-Class,124019,Automatic,2001,06.12.22,,Luxe,385,blue,Medium,SUV,Plug-in Hybrid,4,109934
Audi,Q7,135144,Automatic,2005,26.01.23,,Base,335,silver,Low,SUV,Gasoline,5,11204
Mercedes-Benz,S-Class,136083,Automatic,2013,13.02.23,,Base,362,blue,None,Hatchback,Diesel,3,23013
Audi,Q5,50636,Automatic,2012,16.02.23,,Full,261,beige,None,Truck,Electric,5,59766
Ford,Mustang,167930,Automatic,2003,05.07.23,,Luxe,300,black,None,Convertible,Gasoline,1,100069
BMW,3 Series,119855,Automatic,2021,03.07.23,,Luxe,382,white,Low,Wagon,Gasoline,2,94807
BMW,X5,116935,Automatic,2001,07.03.23,,Full,456,silver,Total,SUV,Plug-in Hybrid,1,34985
BMW,X5,65057,Automatic,2008,18.11.22,,Base,456,red,Low,Sedan,Gasoline,1,42794
Toyota,Prius,151928,Automatic,2000,07.03.23,,Advanced,121,black,Low,Sedan,Electric,5,104589
Mercedes-Benz,C-Class,35907,Automatic,2010,04.04.23,,Base,255,red,Medium,Hatchback,Plug-in Hybrid,3,70521
Ford,Explorer,52066,Automatic,2021,25.06.23,,Luxe,300,beige,Medium,Wagon,Plug-in Hybrid,1,91307
BMW,X5,60203,Automatic,2003,24.04.23,,Full,335,blue,Medium,SUV,Plug-in Hybrid,4,48368
Mercedes-Benz,C-Class,141536,Automatic,2004,09.07.23,,Luxe,385,blue,Total,Wagon,Diesel,1,35878
Audi,A6,167956,Automatic,2018,08.06.23,,Base,248,blue,Medium,Wagon,Hybrid,4,112048
Audi,A4,82266,Automatic,2015,09.03.23,,Base,261,red,Total,Hatchback,Gasoline,2,63397
BMW,X3,98679,Automatic,2013,07.06.23,,Advanced,382,white,Medium,Truck,Electric,4,95441
Ford,Explorer,177412,Automatic,2007,04.08.23,,Base,300,beige,Total,Coupe,Gasoline,1,78305
Mercedes-Benz,C-Class,120830,Automatic,2015,12.11.23,,Advanced,385,black,Medium,Sedan,Gasoline,3,75088
Audi,A6,169327,Automatic,2017,18.10.23,,Full,248,beige,Total,Van,Hybrid,2,113737
Audi,Q7,108939,Automatic,2009,02.08.23,,Full,335,white,None,Van,Plug-in Hybrid,3,110333
Chevrolet,Silverado,104619,Automatic,2006,26.10.23,,Full,355,blue,Low,Van,Electric,1,43554
Chevrolet,Equinox,115192,Automatic,2005,02.03.23,,Luxe,252,black,Low,Sedan,Diesel,1,11281
BMW,5 Series,112314,Automatic,2022,13.11.23,,Advanced,335,silver,Low,Sedan,Electric,4,112048
Mercedes-Benz,S-Class,100304,Automatic,2004,31.10.23,,Full,362,beige,Total,Sedan,Gasoline,2,112686
Mercedes-Benz,S-Class,62503,Automatic,2022,11.05.23,,Base,362,black,Total,Coupe,Hybrid,2,106013
Audi,A4,193598,Automatic,2019,23.11.22,,Advanced,261,black,Medium,Wagon,Plug-in Hybrid,5,73782
Audi,A4,46195,Automatic,2007,29.12.22,,Base,261,blue,Low,Van,Gasoline,4,79626
Ford,F-150,142563,Automatic,2016,05.01.23,,Full,400,red,Total,Sedan,Gasoline,3,119632
Audi,A4,81984,Automatic,2014,20.03.23,,Advanced,261,beige,Low,Sedan,Electric,4,17016
BMW,X5,129451,Automatic,2006,20.07.23,,Luxe,335,red,Medium,Coupe,Diesel,1,112351
Mercedes-Benz,E-Class,110675,Automatic,2018,21.10.23,,Luxe,255,silver,Total,Coupe,Gasoline,5,20331
Mercedes-Benz,C-Class,135455,Automatic,2006,17.08.23,,Luxe,385,beige,None,Hatchback,Gasoline,3,64574
Mercedes-Benz,C-Class,182200,Automatic,2004,11.05.23,,Advanced,255,blue,Low,Wagon,Electric,1,14174
Ford,F-150,66471,Automatic,2014,16.05.23,,Luxe,400,white,Medium,Sedan,Electric,4,7743
BMW,5 Series,29128,Automatic,2016,24.11.22,,Base,335,blue,None,Sedan,Diesel,2,11622
BMW,3 Series,124116,Automatic,2005,18.09.23,,Full,255,silver,Low,Hatchback,Diesel,4,42553
Toyota,RAV4,56660,Automatic,2014,15.04.23,,Full,219,silver,None,Wagon,Diesel,1,84660
Audi,Q7,29437,Automatic,2013,24.12.22,,Base,335,black,None,SUV,Hybrid,3,80813
BMW,5 Series,103790,Automatic,2022,02.11.23,,Advanced,248,blue,None,Coupe,Electric,1,80877
Mercedes-Benz,C-Class,65240,Automatic,2007,27.12.22,,Full,255,black,Medium,Van,Diesel,5,98102
BMW,X3,169437,Automatic,2005,29.10.23,,Advanced,248,white,Total,Wagon,Plug-in Hybrid,3,97388
Toyota,RAV4,128240,Automatic,2012,27.09.23,,Full,203,silver,Total,Coupe,Electric,2,8652
Mercedes-Benz,GLC,145587,Automatic,2004,21.09.23,,Full,362,red,Low,Hatchback,Plug-in Hybrid,2,50989
Audi,A4,161618,Automatic,2016,20.09.23,,Advanced,261,blue,Total,Coupe,Plug-in Hybrid,3,56183
Audi,A6,146524,Automatic,2017,09.05.23,,Luxe,248,white,Total,Coupe,Diesel,1,82895
Ford,F-150,133991,Automatic,2022,07.03.23,,Luxe,400,white,None,Van,Diesel,1,89472
Toyota,Corolla,33448,Automatic,2007,09.10.23,,Base,139,white,Low,SUV,Plug-in Hybrid,3,103960
Ford,Fusion,38007,Automatic,2020,06.12.22,,Advanced,325,blue,Total,Hatchback,Electric,5,78519
Audi,A6,188447,Manual,2000,26.08.23,,Advanced,248,blue,None,SUV,Diesel,4,34157
Audi,Q7,28343,Automatic,2008,14.04.23,,Luxe,335,beige,None,Hatchback,Gasoline,4,79359
BMW,X5,75997,Automatic,2005,10.02.23,,Luxe,335,white,Total,Wagon,Diesel,2,48282
Ford,Fusion,110908,Automatic,2007,03.11.23,,Base,188,red,Total,Sedan,Gasoline,4,10820
Mercedes-Benz,E-Class,10255,Manual,2011,01.02.23,,Base,255,blue,Low,Wagon,Plug-in Hybrid,3,71483
Audi,Q5,18480,Automatic,2022,12.06.23,,Luxe,261,beige,Total,Wagon,Diesel,2,13478
Audi,A4,190752,Automatic,2018,04.10.23,,Luxe,261,white,Medium,Coupe,Plug-in Hybrid,4,61616
Toyota,Prius,148984,Automatic,2012,07.03.23,,Advanced,121,blue,Total,Wagon,Plug-in Hybrid,3,67140
Chevrolet,Impala,170915,Automatic,2013,25.01.23,,Base,305,red,Low,Wagon,Plug-in Hybrid,5,65490
Toyota,Corolla,111212,Automatic,2006,08.02.23,,Full,139,white,Low,SUV,Diesel,3,99097
Audi,Q7,127034,Automatic,2011,13.10.23,,Luxe,335,beige,None,Wagon,Plug-in Hybrid,2,86209
Mercedes-Benz,GLC,144097,Automatic,2020,14.03.23,,Base,362,beige,Low,SUV,Plug-in Hybrid,4,24495
Audi,A6,59238,Automatic,2003,04.03.23,,Luxe,335,black,Low,Coupe,Diesel,3,68152
BMW,5 Series,58299,Automatic,2012,18.09.23,,Base,335,red,Total,SUV,Hybrid,3,13854
Mercedes-Benz,GLC,28356,Automatic,2006,03.11.23,,Luxe,362,blue,Total,Van,Electric,4,64364
Audi,A4,48007,Automatic,2021,05.02.23,,Luxe,261,red,None,Hatchback,Electric,2,31290
BMW,X3,84245,Automatic,2003,05.04.23,,Advanced,248,silver,Low,SUV,Plug-in Hybrid,1,101528
Chevrolet,Silverado,79021,Automatic,2011,19.10.23,,Base,285,blue,Medium,Convertible,Plug-in Hybrid,4,30360
Mercedes-Benz,S-Class,74502,Automatic,2021,01.07.23,,Full,362,red,Medium,Wagon,Plug-in Hybrid,3,53897
Chevrolet,Silverado,181548,Automatic,2005,13.07.23,,Base,285,silver,None,Van,Gasoline,3,38892
Toyota,Prius,127725,Automatic,2016,01.01.23,,Full,121,beige,None,SUV,Gasoline,4,97414
Audi,Q5,136284,Automatic,2000,11.03.23,,Luxe,261,beige,Medium,Sedan,Diesel,1,57066
BMW,X5,54732,Automatic,2023,24.04.23,,Base,335,black,None,Hatchback,Diesel,3,102415
Chevrolet,Equinox,61745,Automatic,2020,30.12.22,,Luxe,252,red,None,Coupe,Gasoline,2,49686
Audi,Q5,141775,Automatic,2009,05.08.23,,Base,261,silver,Medium,Truck,Plug-in Hybrid,1,92393
BMW,X5,101161,Automatic,2003,21.11.22,,Advanced,456,red,None,Hatchback,Gasoline,2,53905
Audi,Q7,159371,Automatic,2002,18.08.23,,Advanced,335,beige,Low,Hatchback,Hybrid,3,20378
BMW,5 Series,15819,Automatic,2018,08.10.23,,Luxe,248,beige,None,SUV,Gasoline,3,84989
Chevrolet,Malibu,99618,Automatic,2008,11.11.23,,Advanced,182,blue,Medium,Truck,Electric,3,35575
Toyota,Camry,139237,Manual,2018,29.07.23,,Full,203,beige,Medium,SUV,Plug-in Hybrid,3,84825
Mercedes-Benz,E-Class,94773,Automatic,2005,23.01.23,,Full,255,black,None,Coupe,Plug-in Hybrid,2,6113
BMW,X5,103556,Automatic,2008,04.01.23,,Advanced,456,blue,Low,Coupe,Plug-in Hybrid,3,46746
Audi,Q7,147714,Automatic,2021,06.09.23,,Luxe,335,white,Low,Van,Hybrid,1,57937
Audi,A6,26481,Automatic,2003,08.08.23,,Advanced,335,silver,None,SUV,Electric,4,96882
BMW,X5,69525,Automatic,2022,05.10.23,,Full,456,blue,Low,Coupe,Diesel,4,119686
Toyota,Camry,46469,Automatic,2002,30.08.23,,Base,301,blue,Total,Coupe,Plug-in Hybrid,4,90021
BMW,X3,96635,Automatic,2023,17.02.23,,Luxe,382,beige,Medium,Wagon,Hybrid,3,108361
Audi,A4,193879,Automatic,2010,01.05.23,,Advanced,261,black,Medium,Sedan,Plug-in Hybrid,5,73232
Ford,Explorer,145341,Automatic,2014,20.04.23,,Full,290,beige,Medium,Coupe,Hybrid,1,91325
Chevrolet,Malibu,25620,Automatic,2022,24.12.22,,Full,182,black,Total,Truck,Gasoline,3,21517
Toyota,RAV4,187748,Automatic,2012,18.12.22,,Luxe,203,blue,None,Van,Hybrid,2,65772
Ford,F-150,103379,Automatic,2005,02.12.22,,Advanced,400,silver,Medium,Van,Gasoline,4,26695
Ford,Mustang,66762,Automatic,2007,26.05.23,,Base,450,silver,Total,Van,Plug-in Hybrid,4,65837
Ford,Mustang,181084,Manual,2000,13.04.23,,Advanced,450,silver,Low,Sedan,Gasoline,2,60437
Mercedes-Benz,E-Class,15387,Automatic,2020,07.01.23,,Advanced,255,white,Total,SUV,Diesel,3,18059
Ford,Fusion,148967,Automatic,2003,26.07.23,,Advanced,188,blue,Total,SUV,Hybrid,5,50933
BMW,X3,94433,Automatic,2019,13.01.23,,Luxe,248,red,Medium,Convertible,Diesel,3,6109
BMW,X3,77335,Automatic,2019,14.03.23,,Luxe,382,white,None,Wagon,Gasoline,3,110172
BMW,5 Series,190463,Automatic,2000,12.11.23,,Base,248,white,Total,Coupe,Diesel,5,43627
BMW,5 Series,101547,Automatic,2016,09.08.23,,Luxe,248,white,None,Truck,Diesel,2,84224
Audi,A4,58696,Automatic,2007,18.04.23,,Advanced,261,black,Low,Hatchback,Gasoline,5,59291
Mercedes-Benz,E-Class,19652,Automatic,2006,10.03.23,,Advanced,255,red,Total,Coupe,Electric,4,59381
Audi,A4,176532,Automatic,2010,09.09.23,,Full,261,silver,Medium,Convertible,Plug-in Hybrid,3,111262
Chevrolet,Equinox,195409,Automatic,2017,28.07.23,,Luxe,170,silver,Total,Sedan,Plug-in Hybrid,2,28692
BMW,3 Series,166003,Automatic,2022,10.08.23,,Luxe,382,silver,None,Coupe,Electric,5,113762
Audi,Q5,173493,Automatic,2008,30.12.22,,Luxe,349,silver,None,Hatchback,Gasoline,4,45287
Ford,F-150,109345,Automatic,2018,19.08.23,,Luxe,400,silver,Medium,SUV,Electric,2,22571
BMW,3 Series,150794,Automatic,2001,26.06.23,,Base,382,red,Total,SUV,Diesel,2,114145
Audi,A4,182581,Automatic,2006,20.01.23,,Advanced,261,red,Low,Coupe,Hybrid,2,35073
BMW,X3,187564,Automatic,2022,18.04.23,,Luxe,248,red,None,Coupe,Hybrid,1,5288
Toyota,Corolla,21291,Automatic,2002,13.08.23,,Luxe,169,blue,Medium,Hatchback,Electric,1,92465
Chevrolet,Equinox,24295,Automatic,2004,08.10.23,,Base,252,silver,Total,Truck,Diesel,2,81375
BMW,X5,145688,Manual,2004,10.03.23,,Full,456,red,Total,Wagon,Plug-in Hybrid,3,76175
Chevrolet,Malibu,163461,Automatic,2016,06.06.23,,Base,250,white,Medium,Wagon,Plug-in Hybrid,1,110954
Ford,Mustang,12386,Automatic,2019,25.05.23,,Luxe,300,white,None,Truck,Gasoline,5,72319
Audi,A4,49354,Automatic,2015,27.09.23,,Advanced,261,black,Total,Sedan,Plug-in Hybrid,2,104812
Ford,F-150,81967,Automatic,2017,06.11.23,,Advanced,400,silver,None,Coupe,Hybrid,5,35760
Chevrolet,Equinox,197182,Automatic,2007,03.09.23,,Base,252,black,Total,Truck,Hybrid,2,13862
BMW,5 Series,87038,Manual,2016,21.02.23,,Full,248,white,None,Sedan,Diesel,2,58440
Audi,A4,164158,Automatic,2000,19.01.23,,Luxe,261,silver,Total,Coupe,Plug-in Hybrid,2,70867
